RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,54.0,148.0,5.0,69.0,15.0,1.0,1.0,71.0,6.0,4.0,2.0,18.0,3.0,42.0,0.0,1.0,1.0,48.0,-8.0,6.0,2.0,1.0,67.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,70.0,206.0,3.0,57.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,1.0,15.0,1.0,1.0,1.0,8.0,-8.0,7.0,1.0,1.0,45.0
Good,82.0,255.0,1.0,70.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,2.0,21.0,0.0,0.0,0.0,8.0,88.0,3.0,2.0,0.0,64.0
Good,80.0,125.0,44.0,100.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,50.0,0.0,1.0,1.0,-8.0,73.0,-8.0,2.0,-8.0,100.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,85.0,198.0,5.0,89.0,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,1.0,22.0,-7.0,1.0,1.0,1.0,-8.0,5.0,3.0,1.0,50.0
Good,72.0,140.0,13.0,59.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,41.0,-7.0,3.0,3.0,18.0,76.0,3.0,4.0,1.0,50.0
Bad,67.0,-8.0,7.0,71.0,16.0,1.0,1.0,94.0,4.0,3.0,3.0,17.0,1.0,12.0,-7.0,4.0,4.0,1.0,-8.0,4.0,1.0,0.0,57.0
Bad,87.0,213.0,4.0,82.0,25.0,0.0,0.0,96.0,29.0,6.0,6.0,26.0,2.0,44.0,0.0,0.0,0.0,20.0,-8.0,6.0,2.0,1.0,46.0
Good,88.0,161.0,3.0,65.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,2.0,33.0,-8.0,0.0,0.0,1.0,80.0,1.0,2.0,0.0,42.0
Bad,61.0,155.0,4.0,67.0,13.0,2.0,1.0,80.0,26.0,6.0,4.0,16.0,1.0,23.0,-7.0,0.0,0.0,0.0,-8.0,0.0,-8.0,-8.0,80.0
Good,81.0,164.0,11.0,84.0,23.0,0.0,0.0,95.0,18.0,6.0,6.0,24.0,1.0,55.0,0.0,0.0,0.0,3.0,94.0,2.0,7.0,0.0,58.0
Good,70.0,176.0,2.0,69.0,16.0,1.0,1.0,100.0,-7.0,7.0,8.0,17.0,2.0,50.0,3.0,3.0,3.0,3.0,-8.0,4.0,2.0,0.0,86.0
Bad,65.0,165.0,5.0,78.0,23.0,0.0,0.0,97.0,39.0,6.0,6.0,23.0,3.0,43.0,0.0,1.0,1.0,59.0,74.0,9.0,5.0,1.0,88.0
Bad,72.0,176.0,24.0,90.0,9.0,0.0,0.0,85.0,21.0,6.0,6.0,9.0,0.0,47.0,1.0,1.0,1.0,0.0,-8.0,1.0,1.0,0.0,100.0
Bad,72.0,134.0,2.0,60.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,2.0,33.0,0.0,2.0,2.0,47.0,65.0,5.0,3.0,0.0,89.0
Good,87.0,256.0,3.0,95.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,3.0,27.0,0.0,0.0,0.0,3.0,-8.0,4.0,1.0,0.0,56.0
Bad,75.0,32.0,1.0,32.0,3.0,0.0,0.0,100.0,-7.0,6.0,8.0,6.0,2.0,100.0,-7.0,2.0,2.0,-8.0,60.0,-8.0,3.0,-8.0,100.0
Good,84.0,183.0,3.0,74.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,1.0,33.0,0.0,4.0,4.0,21.0,-8.0,2.0,-8.0,0.0,45.0
Bad,75.0,175.0,5.0,50.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,1.0,50.0,0.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,100.0
Good,75.0,199.0,3.0,94.0,21.0,0.0,0.0,96.0,40.0,6.0,6.0,22.0,1.0,41.0,0.0,2.0,2.0,38.0,-8.0,2.0,1.0,0.0,60.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,84.0,191.0,13.0,68.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,0.0,19.0,0.0,0.0,0.0,7.0,83.0,3.0,2.0,0.0,64.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,61.0,100.0,3.0,48.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,3.0,33.0,-7.0,7.0,7.0,71.0,-8.0,7.0,2.0,2.0,80.0
Bad,63.0,177.0,4.0,54.0,23.0,0.0,0.0,100.0,-7.0,5.0,7.0,24.0,4.0,40.0,0.0,1.0,1.0,35.0,74.0,5.0,4.0,1.0,100.0
Good,87.0,160.0,12.0,70.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,27.0,0.0,5.0,5.0,13.0,71.0,7.0,2.0,0.0,71.0
Good,85.0,222.0,6.0,93.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,2.0,21.0,0.0,1.0,1.0,5.0,-8.0,2.0,1.0,0.0,67.0
Good,70.0,30.0,9.0,18.0,5.0,1.0,1.0,80.0,15.0,6.0,6.0,3.0,1.0,50.0,5.0,1.0,1.0,48.0,-8.0,5.0,1.0,1.0,100.0
Good,86.0,182.0,4.0,70.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,4.0,16.0,5.0,0.0,0.0,14.0,-8.0,2.0,1.0,0.0,46.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,80.0,191.0,6.0,52.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,3.0,33.0,0.0,0.0,0.0,32.0,62.0,3.0,4.0,1.0,74.0
Bad,65.0,160.0,2.0,67.0,15.0,0.0,0.0,96.0,-7.0,6.0,7.0,15.0,1.0,50.0,0.0,2.0,2.0,63.0,77.0,5.0,3.0,1.0,100.0
Good,82.0,97.0,12.0,44.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,0.0,35.0,0.0,4.0,4.0,6.0,64.0,5.0,5.0,0.0,78.0
Bad,85.0,8.0,9.0,26.0,2.0,0.0,0.0,100.0,-7.0,7.0,8.0,2.0,1.0,0.0,11.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,67.0
Bad,82.0,146.0,3.0,59.0,14.0,0.0,0.0,92.0,33.0,6.0,6.0,14.0,1.0,44.0,0.0,1.0,1.0,5.0,77.0,3.0,2.0,0.0,50.0
Good,89.0,169.0,7.0,85.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,29.0,0.0,0.0,0.0,2.0,68.0,2.0,2.0,0.0,67.0
Good,75.0,255.0,2.0,94.0,22.0,0.0,0.0,96.0,4.0,4.0,6.0,29.0,2.0,11.0,-7.0,1.0,1.0,19.0,-8.0,4.0,1.0,1.0,63.0
Bad,61.0,140.0,10.0,57.0,11.0,1.0,1.0,69.0,8.0,4.0,2.0,11.0,1.0,33.0,0.0,0.0,0.0,24.0,98.0,1.0,3.0,0.0,64.0
Bad,57.0,172.0,17.0,86.0,9.0,1.0,1.0,81.0,9.0,4.0,4.0,12.0,0.0,20.0,0.0,1.0,1.0,59.0,-8.0,5.0,1.0,1.0,83.0
Good,89.0,178.0,13.0,75.0,41.0,0.0,0.0,100.0,-7.0,7.0,8.0,41.0,0.0,30.0,-7.0,0.0,0.0,6.0,-8.0,9.0,1.0,0.0,69.0
Bad,73.0,107.0,4.0,48.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,4.0,33.0,0.0,2.0,2.0,36.0,-8.0,5.0,-8.0,1.0,75.0
Good,88.0,169.0,9.0,78.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,18.0,-7.0,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,17.0
Good,81.0,163.0,11.0,70.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,33.0,-7.0,0.0,0.0,5.0,96.0,3.0,3.0,0.0,75.0
Good,83.0,217.0,8.0,84.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,38.0,0.0,1.0,1.0,4.0,76.0,1.0,2.0,0.0,40.0
Bad,73.0,179.0,12.0,116.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,26.0,0.0,0.0,0.0,30.0,-8.0,9.0,-8.0,2.0,73.0
Good,82.0,247.0,3.0,94.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,2.0,19.0,0.0,2.0,2.0,2.0,65.0,5.0,2.0,0.0,63.0
Bad,84.0,132.0,21.0,95.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,36.0,0.0,0.0,0.0,16.0,100.0,2.0,2.0,0.0,80.0
Bad,69.0,168.0,9.0,74.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,1.0,57.0,0.0,1.0,1.0,36.0,83.0,4.0,6.0,-8.0,62.0
Bad,71.0,178.0,9.0,81.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,2.0,36.0,0.0,1.0,1.0,28.0,-8.0,4.0,2.0,0.0,71.0
Bad,72.0,144.0,20.0,64.0,5.0,1.0,1.0,50.0,5.0,4.0,3.0,7.0,0.0,50.0,-7.0,0.0,0.0,28.0,54.0,4.0,2.0,1.0,75.0
Bad,77.0,153.0,31.0,115.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,0.0,25.0,-8.0,0.0,0.0,54.0,-8.0,2.0,-8.0,1.0,100.0
Bad,64.0,71.0,36.0,28.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,0.0,100.0,0.0,0.0,0.0,-8.0,-8.0,0.0,1.0,-8.0,100.0
Bad,70.0,191.0,5.0,86.0,16.0,0.0,0.0,100.0,-7.0,5.0,7.0,16.0,1.0,27.0,-7.0,1.0,1.0,78.0,-8.0,8.0,2.0,2.0,100.0
Good,85.0,163.0,5.0,63.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,24.0,0.0,0.0,0.0,5.0,-8.0,2.0,2.0,0.0,60.0
Good,89.0,195.0,15.0,97.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,0.0,54.0,4.0,1.0,1.0,3.0,92.0,6.0,3.0,0.0,46.0
Good,87.0,181.0,20.0,87.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,0.0,33.0,0.0,0.0,0.0,27.0,-8.0,2.0,2.0,0.0,69.0
Good,75.0,238.0,1.0,97.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,2.0,45.0,7.0,0.0,0.0,8.0,-8.0,2.0,3.0,1.0,90.0
Bad,66.0,197.0,14.0,95.0,23.0,3.0,1.0,92.0,24.0,6.0,2.0,24.0,0.0,9.0,-7.0,0.0,0.0,4.0,-8.0,4.0,-8.0,1.0,29.0
Bad,71.0,150.0,2.0,68.0,13.0,1.0,0.0,94.0,43.0,6.0,6.0,16.0,1.0,33.0,0.0,1.0,1.0,22.0,-8.0,2.0,2.0,0.0,86.0
Good,64.0,217.0,3.0,89.0,15.0,1.0,1.0,82.0,4.0,4.0,5.0,22.0,1.0,31.0,0.0,0.0,0.0,44.0,-8.0,6.0,2.0,1.0,75.0
Good,79.0,162.0,5.0,73.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,3.0,57.0,0.0,0.0,0.0,17.0,88.0,2.0,3.0,1.0,63.0
Good,91.0,217.0,18.0,109.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,20.0,0.0,0.0,0.0,0.0,-8.0,0.0,1.0,-8.0,38.0
Bad,75.0,212.0,15.0,103.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,50.0,0.0,0.0,0.0,89.0,-8.0,2.0,1.0,1.0,100.0
Good,73.0,133.0,13.0,59.0,20.0,0.0,0.0,100.0,-7.0,6.0,8.0,20.0,0.0,10.0,0.0,2.0,2.0,59.0,-8.0,8.0,1.0,0.0,67.0
Good,64.0,198.0,13.0,99.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,19.0,0.0,1.0,1.0,21.0,-8.0,5.0,1.0,2.0,78.0
Bad,83.0,177.0,14.0,66.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,29.0,-7.0,1.0,1.0,5.0,-8.0,1.0,2.0,0.0,38.0
Bad,88.0,228.0,16.0,119.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,-8.0,0.0,1.0,0.0,20.0
Bad,64.0,58.0,4.0,40.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,3.0,17.0,0.0,3.0,3.0,50.0,-8.0,2.0,1.0,1.0,100.0
Good,73.0,168.0,3.0,62.0,27.0,0.0,0.0,96.0,13.0,6.0,6.0,28.0,3.0,19.0,1.0,1.0,1.0,10.0,-8.0,3.0,1.0,0.0,40.0
Good,88.0,120.0,45.0,68.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,67.0,0.0,0.0,0.0,0.0,-8.0,0.0,1.0,-8.0,100.0
Bad,70.0,155.0,5.0,46.0,21.0,0.0,0.0,94.0,-8.0,6.0,6.0,21.0,2.0,44.0,-7.0,0.0,0.0,5.0,63.0,2.0,2.0,0.0,91.0
Bad,60.0,367.0,18.0,117.0,24.0,0.0,0.0,92.0,3.0,4.0,6.0,31.0,0.0,40.0,0.0,2.0,2.0,2.0,73.0,2.0,2.0,0.0,23.0
Good,90.0,179.0,16.0,101.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,54.0,0.0,1.0,1.0,4.0,-8.0,1.0,1.0,0.0,60.0
Bad,86.0,151.0,22.0,98.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,0.0,15.0,0.0,1.0,1.0,3.0,-8.0,3.0,1.0,0.0,45.0
Good,79.0,169.0,25.0,81.0,18.0,0.0,0.0,95.0,36.0,6.0,6.0,20.0,0.0,17.0,0.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,13.0
Good,83.0,172.0,2.0,57.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,2.0,32.0,0.0,1.0,1.0,13.0,-8.0,2.0,2.0,0.0,80.0
Bad,66.0,183.0,5.0,70.0,18.0,0.0,0.0,96.0,-8.0,6.0,6.0,19.0,2.0,50.0,-7.0,0.0,0.0,48.0,-8.0,1.0,2.0,-8.0,100.0
Bad,60.0,148.0,1.0,43.0,44.0,0.0,0.0,100.0,-7.0,7.0,8.0,44.0,5.0,20.0,0.0,1.0,1.0,37.0,73.0,13.0,1.0,3.0,71.0
Good,86.0,206.0,2.0,92.0,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,1.0,29.0,0.0,0.0,0.0,3.0,50.0,3.0,3.0,0.0,95.0
Good,86.0,191.0,11.0,90.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,33.0,-8.0,0.0,0.0,1.0,-8.0,1.0,1.0,0.0,25.0
Bad,75.0,162.0,2.0,86.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,2.0,33.0,0.0,2.0,2.0,43.0,74.0,3.0,2.0,0.0,83.0
Bad,57.0,16.0,6.0,12.0,4.0,2.0,2.0,50.0,0.0,6.0,6.0,6.0,1.0,38.0,0.0,0.0,0.0,38.0,93.0,2.0,2.0,1.0,82.0
Good,85.0,102.0,3.0,54.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,20.0,0.0,2.0,2.0,4.0,-8.0,3.0,1.0,0.0,57.0
Good,90.0,164.0,1.0,61.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,28.0,0.0,1.0,1.0,0.0,-8.0,2.0,1.0,0.0,25.0
Good,82.0,269.0,2.0,103.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,23.0,-8.0,0.0,0.0,15.0,-8.0,3.0,-8.0,1.0,75.0
Good,82.0,132.0,3.0,76.0,42.0,0.0,0.0,100.0,-7.0,7.0,8.0,46.0,1.0,55.0,-7.0,0.0,0.0,16.0,57.0,5.0,2.0,0.0,50.0
Good,82.0,178.0,2.0,85.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,3.0,35.0,0.0,1.0,1.0,26.0,-8.0,5.0,4.0,0.0,57.0
Good,88.0,272.0,12.0,113.0,22.0,0.0,0.0,96.0,8.0,4.0,6.0,22.0,0.0,24.0,-7.0,0.0,0.0,3.0,-8.0,2.0,2.0,0.0,31.0
Good,70.0,138.0,17.0,73.0,18.0,0.0,0.0,94.0,-7.0,6.0,7.0,18.0,0.0,21.0,0.0,3.0,3.0,26.0,-8.0,3.0,1.0,0.0,88.0
Good,66.0,190.0,8.0,97.0,18.0,1.0,0.0,87.0,50.0,6.0,5.0,20.0,2.0,27.0,0.0,0.0,0.0,51.0,80.0,5.0,2.0,2.0,85.0
Good,75.0,226.0,2.0,93.0,40.0,0.0,0.0,65.0,24.0,6.0,6.0,39.0,3.0,36.0,0.0,2.0,2.0,23.0,84.0,5.0,4.0,0.0,54.0
Bad,73.0,204.0,2.0,94.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,1.0,21.0,-8.0,1.0,1.0,35.0,-8.0,4.0,2.0,1.0,63.0
Good,56.0,206.0,14.0,95.0,19.0,0.0,0.0,93.0,9.0,4.0,6.0,20.0,0.0,35.0,-7.0,0.0,0.0,34.0,-8.0,2.0,1.0,1.0,50.0
Bad,66.0,209.0,25.0,81.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,14.0,0.0,0.0,0.0,40.0,-8.0,9.0,2.0,3.0,71.0
Bad,82.0,100.0,38.0,80.0,3.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.0,0.0,100.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,1.0,-8.0,100.0
Bad,68.0,175.0,5.0,76.0,18.0,0.0,0.0,88.0,1.0,4.0,6.0,19.0,1.0,17.0,-8.0,0.0,0.0,42.0,-8.0,5.0,2.0,1.0,60.0
Bad,72.0,115.0,12.0,73.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,10.0,0.0,2.0,2.0,84.0,-8.0,6.0,1.0,2.0,100.0
Good,78.0,176.0,17.0,74.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,43.0,0.0,0.0,0.0,56.0,70.0,5.0,3.0,2.0,83.0
Bad,75.0,199.0,3.0,73.0,38.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.0,2.0,24.0,0.0,2.0,2.0,54.0,92.0,5.0,6.0,1.0,67.0
Good,82.0,169.0,17.0,91.0,18.0,0.0,0.0,88.0,41.0,6.0,6.0,20.0,0.0,16.0,0.0,3.0,3.0,21.0,-8.0,5.0,-8.0,0.0,27.0
Bad,72.0,121.0,9.0,57.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,50.0,1.0,3.0,3.0,2.0,64.0,3.0,2.0,0.0,100.0
Good,81.0,140.0,15.0,66.0,16.0,1.0,1.0,100.0,-7.0,7.0,8.0,16.0,0.0,38.0,-7.0,0.0,0.0,12.0,-8.0,1.0,1.0,0.0,57.0
Good,83.0,489.0,18.0,93.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,46.0,0.0,0.0,0.0,100.0,-8.0,2.0,1.0,-8.0,100.0
Bad,73.0,168.0,14.0,93.0,12.0,1.0,0.0,86.0,4.0,4.0,5.0,12.0,0.0,80.0,0.0,0.0,0.0,-8.0,86.0,1.0,3.0,-8.0,100.0
Good,77.0,199.0,4.0,95.0,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,2.0,34.0,18.0,0.0,0.0,56.0,95.0,5.0,4.0,2.0,86.0
Good,84.0,438.0,15.0,233.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,0.0,38.0,0.0,4.0,4.0,17.0,-8.0,2.0,-8.0,0.0,36.0
Good,70.0,42.0,6.0,28.0,5.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,1.0,50.0,-7.0,1.0,1.0,44.0,-8.0,1.0,1.0,0.0,80.0
Bad,57.0,155.0,3.0,81.0,12.0,0.0,0.0,88.0,2.0,4.0,6.0,12.0,1.0,36.0,-7.0,4.0,4.0,75.0,-8.0,6.0,1.0,3.0,88.0
Bad,65.0,166.0,8.0,84.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,1.0,48.0,0.0,1.0,1.0,51.0,94.0,5.0,2.0,2.0,90.0
Good,81.0,206.0,3.0,81.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,1.0,63.0,0.0,1.0,1.0,45.0,86.0,2.0,3.0,1.0,67.0
Bad,74.0,176.0,6.0,63.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,33.0,0.0,0.0,0.0,17.0,-8.0,2.0,1.0,1.0,50.0
Bad,90.0,257.0,45.0,105.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,-8.0,1.0,-8.0,0.0,45.0
Bad,83.0,165.0,11.0,104.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,20.0,-8.0,0.0,0.0,30.0,-8.0,5.0,1.0,1.0,83.0
Bad,61.0,-8.0,15.0,89.0,14.0,0.0,0.0,86.0,19.0,6.0,6.0,15.0,0.0,45.0,0.0,0.0,0.0,63.0,67.0,5.0,3.0,2.0,78.0
Bad,76.0,187.0,5.0,84.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,30.0,0.0,0.0,0.0,31.0,-8.0,2.0,1.0,1.0,78.0
Bad,65.0,178.0,3.0,79.0,34.0,0.0,0.0,88.0,22.0,6.0,6.0,36.0,4.0,50.0,0.0,2.0,2.0,67.0,89.0,24.0,3.0,5.0,83.0
Good,85.0,177.0,9.0,73.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,2.0,30.0,0.0,0.0,0.0,1.0,99.0,6.0,2.0,0.0,40.0
Good,65.0,190.0,9.0,68.0,25.0,1.0,1.0,100.0,-7.0,6.0,8.0,25.0,1.0,48.0,0.0,0.0,0.0,73.0,66.0,6.0,4.0,2.0,89.0
Good,80.0,203.0,2.0,79.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,2.0,58.0,0.0,3.0,3.0,59.0,88.0,6.0,3.0,2.0,89.0
Good,89.0,-8.0,17.0,91.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,9.0,1.0,2.0,2.0,9.0,-8.0,2.0,-8.0,0.0,35.0
Bad,61.0,203.0,4.0,71.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,29.0,3.0,1.0,1.0,73.0,-8.0,8.0,2.0,8.0,79.0
Good,81.0,-8.0,22.0,85.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,50.0,-8.0,0.0,0.0,76.0,-8.0,2.0,1.0,1.0,90.0
Good,78.0,216.0,9.0,61.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,2.0,15.0,0.0,0.0,0.0,1.0,100.0,4.0,2.0,0.0,38.0
Good,77.0,206.0,2.0,62.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,2.0,42.0,0.0,3.0,3.0,14.0,94.0,5.0,4.0,0.0,73.0
Bad,57.0,169.0,3.0,72.0,9.0,0.0,0.0,69.0,11.0,3.0,5.0,14.0,2.0,33.0,0.0,0.0,0.0,64.0,-8.0,1.0,3.0,1.0,100.0
Bad,75.0,194.0,2.0,67.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,3.0,47.0,11.0,1.0,1.0,32.0,50.0,3.0,3.0,3.0,67.0
Bad,71.0,137.0,7.0,60.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,22.0,-7.0,1.0,1.0,16.0,-8.0,2.0,1.0,0.0,50.0
Good,76.0,162.0,2.0,76.0,25.0,0.0,0.0,95.0,10.0,4.0,6.0,25.0,1.0,36.0,0.0,1.0,1.0,18.0,99.0,4.0,3.0,0.0,62.0
Bad,86.0,57.0,15.0,24.0,3.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,-8.0,1.0,2.0,0.0,100.0
Good,86.0,132.0,13.0,77.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,14.0,-7.0,0.0,0.0,8.0,-8.0,5.0,1.0,0.0,50.0
Bad,56.0,141.0,4.0,49.0,20.0,0.0,0.0,93.0,4.0,4.0,6.0,21.0,1.0,30.0,-7.0,2.0,2.0,62.0,-8.0,5.0,1.0,2.0,92.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,74.0,187.0,18.0,70.0,13.0,0.0,0.0,93.0,40.0,6.0,6.0,14.0,0.0,38.0,0.0,1.0,1.0,37.0,-8.0,4.0,1.0,0.0,100.0
Bad,72.0,74.0,15.0,60.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,0.0,25.0,18.0,0.0,0.0,10.0,-8.0,2.0,-8.0,0.0,100.0
Bad,76.0,152.0,13.0,67.0,20.0,1.0,0.0,92.0,41.0,6.0,6.0,20.0,0.0,20.0,0.0,3.0,3.0,0.0,-8.0,1.0,1.0,0.0,57.0
Bad,80.0,181.0,4.0,63.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,3.0,43.0,0.0,0.0,0.0,31.0,-8.0,5.0,1.0,1.0,60.0
