Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-02-16,NorahHead,11.8,20.1,0.2,,,SE,77.0,SE,,39.0,31.0,53.0,53.0,1008.1,1018.8,,,9.5,14.6,Yes,No
2011-06-17,GoldCoast,13.0,23.7,0.0,2.3,7.8,N,35.0,WNW,NNW,11.0,26.0,63.0,68.0,1026.2,1017.7,7.0,6.0,21.5,21.0,No,No
2014-02-04,Tuggeranong,22.2,32.7,0.0,,,WNW,33.0,WSW,E,9.0,24.0,83.0,53.0,1019.3,1016.3,,,22.0,30.5,Yes,No
2013-07-30,PerthAirport,22.1,32.3,0.0,4.0,1.7,SSE,40.0,SE,SSE,24.0,24.0,69.0,57.0,1024.3,1024.8,6.0,5.0,25.2,31.7,No,No
2013-11-06,Albury,14.8,13.7,0.1,2.2,7.2,SE,46.0,SE,,9.0,26.0,66.0,74.0,1007.3,1009.9,7.0,6.0,10.5,11.6,No,No
2014-03-01,Sydney,,,0.0,,,NE,43.0,N,W,13.0,21.0,68.0,,,,,,,,No,Yes
2016-02-05,SalmonGums,3.0,12.2,0.0,,,W,35.0,ESE,SE,9.0,24.0,44.0,43.0,1026.2,1025.8,,,7.8,11.9,No,No
2013-02-24,Williamtown,15.9,20.1,0.0,,,W,,S,,6.0,19.0,79.0,65.0,1010.5,1013.4,,,14.4,18.3,No,No
2016-04-25,Walpole,5.3,18.7,0.0,5.4,3.2,ESE,39.0,ESE,SSE,15.0,19.0,69.0,39.0,1011.6,1010.8,,,13.2,13.2,No,No
2011-11-15,Sale,11.8,17.3,0.2,,,S,31.0,E,S,11.0,15.0,68.0,43.0,1021.0,1023.5,,,10.1,16.4,No,No
2013-07-30,Tuggeranong,22.3,25.0,0.0,,,,,ESE,,17.0,13.0,75.0,,,,,,24.9,24.6,Yes,No
2009-12-18,MelbourneAirport,13.6,18.2,0.0,,,S,41.0,S,S,19.0,31.0,69.0,59.0,1027.1,1011.2,,,17.0,15.2,No,No
2008-11-20,Albury,15.8,27.0,0.0,4.0,4.2,WSW,33.0,WSW,SSE,9.0,13.0,77.0,67.0,1016.4,1009.9,8.0,8.0,21.6,29.1,No,No
2016-02-29,Witchcliffe,4.4,32.9,0.2,,,WNW,35.0,WNW,W,15.0,15.0,69.0,72.0,1015.0,1012.7,,,22.3,28.3,No,Yes
2011-11-11,NorfolkIsland,7.0,15.0,0.0,8.0,9.4,WNW,53.0,NNW,NNW,7.0,20.0,67.0,72.0,1021.4,1021.5,,,7.7,14.2,No,No
2012-10-21,Tuggeranong,6.9,16.4,0.0,4.5,8.3,WNW,30.0,NNE,ESE,22.0,17.0,66.0,64.0,1006.4,1018.2,6.0,8.0,15.0,16.0,No,No
2014-08-05,Canberra,6.4,16.8,0.0,,,W,26.0,NNW,N,9.0,9.0,65.0,44.0,1027.6,1010.8,,,9.0,16.3,No,No
2014-06-04,SalmonGums,11.4,14.7,0.0,,,NNW,,NW,,11.0,0.0,,,,,,,14.5,14.9,Yes,Yes
2014-10-18,Darwin,11.8,20.3,0.0,7.3,5.9,SE,26.0,E,SE,9.0,9.0,59.0,44.0,1020.5,1017.3,6.0,7.0,14.8,19.1,Yes,Yes
2014-08-10,Cobar,10.5,23.1,0.2,0.4,6.8,SE,24.0,ESE,SE,15.0,24.0,56.0,43.0,1013.9,1015.0,1.0,2.0,19.8,21.1,No,No
2016-07-04,Albany,7.4,,1.4,,,,,,,16.0,,,,,,,,6.4,,No,No
2011-12-19,Hobart,12.3,21.7,0.0,,,N,31.0,W,WSW,9.0,20.0,92.0,71.0,1020.2,1021.4,5.0,7.0,11.1,20.5,No,Yes
2017-07-25,GoldCoast,21.6,26.6,0.0,,,ENE,44.0,ESE,ESE,15.0,9.0,72.0,82.0,1012.5,1019.6,,4.0,22.6,25.0,Yes,Yes
2015-06-26,SydneyAirport,6.6,26.5,0.0,,,SSW,22.0,S,S,6.0,11.0,65.0,53.0,1030.9,1018.5,2.0,3.0,13.6,26.0,No,No
2012-07-17,Sydney,3.7,14.4,0.0,,,WSW,33.0,SW,NE,6.0,11.0,64.0,66.0,1003.4,1009.8,,,12.0,12.3,Yes,Yes
2016-08-25,Darwin,15.7,27.7,0.0,,,NW,22.0,SSW,NW,15.0,17.0,62.0,73.0,1015.4,1010.1,,,28.6,26.5,No,No
2012-09-01,Darwin,7.7,10.5,0.0,3.6,9.2,SSE,30.0,SSE,SSE,0.0,0.0,60.0,57.0,1013.1,1019.7,0.0,0.0,11.5,10.4,No,No
2009-07-11,Witchcliffe,15.3,28.0,6.7,,,,,,SSW,9.0,17.0,,,,,,,17.6,27.0,Yes,Yes
2014-01-07,Watsonia,11.6,18.5,13.6,,,NNE,31.0,ESE,W,9.0,19.0,65.0,50.0,1025.5,1021.4,,,15.6,17.6,No,Yes
2013-09-25,Sydney,10.3,19.6,0.0,,,W,,W,SSW,,,70.0,41.0,,,,,15.5,17.7,No,Yes
2014-11-17,Williamtown,7.9,19.5,0.0,,,NNE,53.0,N,N,28.0,28.0,66.0,51.0,1022.6,1024.9,,,17.3,17.6,No,No
2012-12-04,Townsville,23.7,29.5,0.6,7.0,,WSW,39.0,W,W,4.0,6.0,64.0,,1011.3,1012.8,0.0,1.0,24.7,22.6,No,No
2009-09-11,SydneyAirport,6.6,31.6,0.0,2.8,8.7,WNW,30.0,WNW,WSW,22.0,19.0,90.0,59.0,1011.2,1012.2,2.0,2.0,30.4,29.0,Yes,No
2013-05-17,Bendigo,6.9,28.1,0.0,,,S,52.0,WSW,S,13.0,13.0,55.0,44.0,1012.9,1017.3,,,15.7,24.2,No,Yes
2014-05-20,Watsonia,4.6,,0.0,,,S,,E,S,26.0,13.0,86.0,,1011.2,1014.6,,,6.3,,No,No
2011-11-24,NorahHead,13.0,21.8,0.0,,,SE,20.0,SE,ESE,4.0,2.0,41.0,28.0,,,,,14.3,18.6,No,No
2013-07-25,Bendigo,9.0,31.8,0.0,,,ESE,41.0,E,S,9.0,6.0,70.0,71.0,1020.4,1018.5,,,20.9,25.0,No,No
2015-04-28,GoldCoast,19.3,21.2,0.0,,,WNW,35.0,WSW,W,4.0,17.0,67.0,63.0,1026.5,1016.3,,,21.5,22.6,Yes,Yes
2016-10-20,Katherine,23.5,33.7,0.0,,,,,,,13.0,31.0,,61.0,1010.1,1010.2,,,20.1,32.4,Yes,Yes
2011-09-25,SalmonGums,4.9,17.5,0.0,,8.5,W,,W,WSW,15.0,13.0,76.0,59.0,1028.9,1029.6,,,15.5,17.8,No,No
2015-03-17,Bendigo,12.3,18.4,0.0,,,WSW,46.0,SW,WSW,9.0,26.0,46.0,64.0,1014.6,1011.0,,,15.2,17.1,No,No
2015-04-25,Adelaide,6.8,14.5,0.0,,,NW,37.0,NNE,NW,24.0,24.0,62.0,60.0,1011.3,1009.6,,8.0,14.3,15.2,Yes,Yes
2013-05-06,NorahHead,21.3,16.5,0.4,,,,37.0,ENE,E,9.0,26.0,67.0,52.0,,,,,17.8,17.7,Yes,No
2015-08-21,Mildura,13.0,20.8,0.0,,,E,39.0,SW,E,0.0,22.0,65.0,49.0,1022.4,1024.0,,,16.7,20.5,No,No
2016-10-05,Newcastle,11.7,18.5,0.0,,,ENE,30.0,E,E,4.0,14.0,99.0,51.0,1016.8,1017.7,,,14.0,16.3,Yes,No
2015-12-09,Tuggeranong,11.3,19.2,0.0,,,S,35.0,S,SE,0.0,6.0,50.0,50.0,1019.2,1013.8,,,15.7,18.1,No,No
2011-10-13,Brisbane,4.7,12.1,0.0,,,SW,37.0,WNW,WNW,15.0,13.0,77.0,58.0,,,,,10.7,11.0,No,No
2016-11-20,Townsville,7.5,,0.0,,,ESE,,,ESE,19.0,17.0,72.0,72.0,1006.0,1017.3,,,,,No,No
2009-11-08,PearceRAAF,2.4,29.3,0.0,4.0,,NNE,28.0,ENE,NNW,11.0,9.0,60.0,58.0,1022.8,1022.0,8.0,8.0,15.5,26.4,No,No
2014-05-03,Ballarat,16.2,28.7,0.0,0.2,10.0,W,57.0,ESE,ENE,13.0,15.0,89.0,53.0,1017.9,1019.6,8.0,7.0,20.4,26.3,No,No
2015-04-04,Moree,16.1,26.9,0.0,,,SSW,52.0,SSE,SSE,17.0,17.0,67.0,36.0,1018.2,1014.2,,,18.0,25.9,No,Yes
2011-07-29,Townsville,16.8,17.1,0.0,10.9,,W,56.0,SE,SW,9.0,26.0,46.0,70.0,1009.4,1005.6,,,15.3,17.1,No,No
2011-11-25,PearceRAAF,7.4,20.4,0.0,11.0,,SSW,39.0,WSW,S,11.0,19.0,89.0,54.0,1015.7,1017.1,,,14.0,21.9,No,No
2012-06-30,PerthAirport,14.7,19.8,0.0,5.8,5.8,NNW,44.0,NW,N,19.0,17.0,98.0,85.0,1012.9,1010.2,8.0,3.0,17.8,15.5,No,No
2015-04-13,Mildura,12.8,23.7,0.0,,,SE,31.0,SSE,E,12.0,22.0,75.0,66.0,1019.0,1019.4,,,22.8,23.6,No,No
2014-07-14,Dartmoor,8.1,,14.4,,,,,ENE,,7.0,17.0,,,1011.6,1013.2,,,10.1,,No,No
2014-10-02,Katherine,6.9,12.9,0.0,,,SSW,30.0,WNW,WNW,13.0,4.0,55.0,37.0,1030.8,1019.1,,,10.5,12.1,No,No
2011-05-26,GoldCoast,13.6,28.5,0.0,,,SSW,28.0,WNW,ESE,17.0,7.0,67.0,62.0,1015.8,1015.8,3.0,1.0,24.0,24.7,No,Yes
2009-10-14,Sydney,7.1,18.0,0.0,,,SW,27.0,SSW,S,17.0,17.0,85.0,65.0,1009.4,1002.4,,,11.5,17.0,Yes,Yes
2015-12-30,SalmonGums,11.2,19.0,0.0,,,NE,59.0,E,ENE,19.0,15.0,72.0,46.0,,,,,18.4,18.7,No,No
2013-05-26,MountGinini,19.4,20.2,0.4,,,,,,N,2.0,9.0,57.0,,,,7.0,8.0,19.0,,No,Yes
2015-07-22,MelbourneAirport,11.4,30.8,0.0,1.0,7.0,NE,33.0,SW,SSE,15.0,28.0,85.0,68.0,1023.7,1011.4,,,20.9,28.5,No,No
2013-05-01,MountGambier,5.8,23.0,0.0,,,E,41.0,ENE,ENE,22.0,24.0,93.0,22.0,1011.9,1016.2,,,2.0,20.2,No,No
2010-03-01,Hobart,7.1,17.7,0.0,,6.7,E,,ENE,E,,,30.0,27.0,1023.5,1023.0,7.0,,11.9,17.5,No,No
2015-07-12,Tuggeranong,15.6,21.3,0.0,4.0,4.7,W,43.0,E,E,6.0,13.0,66.0,59.0,1019.9,1017.0,1.0,1.0,13.9,20.5,No,No
2015-03-09,PearceRAAF,13.9,17.4,0.0,,,SSE,44.0,S,SSE,7.0,2.0,82.0,64.0,1019.7,1019.7,,,19.5,17.1,No,No
2011-08-24,Albany,1.9,14.5,0.0,,,NNE,,NNE,N,0.0,0.0,66.0,56.0,1015.5,1013.7,,,12.4,15.4,No,Yes
2012-09-27,MelbourneAirport,14.2,20.8,0.0,,,WSW,24.0,W,W,6.0,6.0,77.0,54.0,1030.0,1024.9,,,17.4,21.7,No,No
2015-06-16,Albany,1.3,12.2,0.0,,,SW,29.0,S,S,13.0,15.0,87.0,84.0,1030.3,1029.0,,,10.4,11.4,No,Yes
2014-09-08,MelbourneAirport,6.6,5.8,0.0,,,NNE,35.0,NNE,NNW,31.0,28.0,99.0,69.0,1015.5,1019.5,,,4.6,9.9,No,No
2010-05-25,CoffsHarbour,14.2,21.6,0.0,,,WNW,37.0,NW,WNW,9.0,19.0,67.0,61.0,1022.5,1022.3,8.0,6.0,16.9,20.9,No,No
2013-06-13,MelbourneAirport,19.6,34.0,0.0,,,S,31.0,S,S,6.0,19.0,100.0,33.0,,,,,18.7,35.8,Yes,No
2009-07-17,SydneyAirport,,,0.0,,,SSE,48.0,SSW,SSW,15.0,17.0,63.0,99.0,1019.7,1014.9,,,17.3,,No,No
2013-06-04,MountGambier,11.3,20.8,0.0,,,N,44.0,NNW,N,9.0,13.0,100.0,35.0,1025.5,1028.3,,,13.8,19.8,No,No
2016-08-01,Dartmoor,,,,,,ESE,30.0,ESE,E,9.0,19.0,,,,,,,,,No,No
2015-02-20,MelbourneAirport,15.2,19.5,0.0,2.4,9.6,N,35.0,NE,SE,9.0,15.0,74.0,56.0,1027.8,1028.7,2.0,3.0,18.7,18.7,Yes,Yes
2010-10-24,Melbourne,3.3,20.6,0.0,,,E,33.0,E,SE,20.0,22.0,60.0,62.0,1025.8,1030.3,7.0,7.0,14.2,20.6,Yes,Yes
2016-06-06,Bendigo,7.7,11.4,0.0,,,SE,41.0,SSE,SSE,9.0,5.0,88.0,55.0,1012.7,1020.7,,,11.4,13.3,No,No
2011-02-12,Richmond,9.1,13.9,0.0,,,NW,52.0,NW,NNE,8.0,13.0,81.0,33.0,1022.7,1020.9,,,6.5,13.7,Yes,Yes
2013-07-03,Watsonia,11.1,23.5,0.0,,,,,,W,0.0,,,,,,,,16.0,23.4,No,No
2015-12-06,GoldCoast,13.5,19.4,0.2,,,SE,31.0,N,ESE,6.0,22.0,81.0,66.0,1020.9,1021.8,,,18.4,19.5,No,No
2013-05-25,MelbourneAirport,4.8,31.9,0.0,1.2,7.6,WSW,24.0,W,E,9.0,13.0,67.0,28.0,1015.0,1012.7,6.0,6.0,27.6,28.0,No,No
2016-10-14,SydneyAirport,20.0,24.6,0.0,,,NNW,35.0,NNE,NE,15.0,28.0,94.0,59.0,1005.1,1008.8,,,23.5,25.7,No,No
2013-08-26,NorfolkIsland,11.7,22.5,,,,N,37.0,NNW,NNE,15.0,17.0,50.0,44.0,1016.6,1014.5,,,18.5,22.9,Yes,Yes
2008-02-12,Richmond,7.0,36.4,0.0,,,NNE,37.0,NNW,N,4.0,4.0,68.0,67.0,1002.4,1007.7,,7.0,19.2,26.4,No,No
2014-05-08,Cobar,13.4,26.2,0.0,,,NE,31.0,N,NE,16.0,17.0,68.0,63.0,1015.5,1019.8,,,18.5,19.0,No,No
2017-02-08,SydneyAirport,8.9,14.9,0.0,,,SW,32.0,SW,SW,7.0,17.0,60.0,76.0,1017.8,1014.0,5.0,,11.2,14.1,No,No
2011-12-19,Albany,13.6,31.0,0.2,,,E,52.0,,E,0.0,26.0,55.0,53.0,1005.5,1009.7,,,30.8,31.0,No,No
2011-09-27,Sydney,6.0,15.3,0.0,,,S,54.0,S,SW,0.0,9.0,59.0,56.0,1011.0,1016.4,,,13.4,15.7,No,No
2012-10-04,Newcastle,19.3,31.2,0.0,,,SSE,28.0,SSE,SSE,26.0,25.0,99.0,44.0,1018.5,1010.3,,1.0,25.7,24.0,No,No
2015-08-17,WaggaWagga,13.8,28.5,,,,,,,,,,,,,,,,16.1,29.9,No,Yes
2013-03-05,Sydney,6.1,17.7,0.0,,,,,,,20.0,20.0,99.0,78.0,,,,,16.7,17.6,No,No
2014-05-15,Albany,20.8,51.1,0.0,,13.0,ESE,39.0,ENE,E,7.0,6.0,60.0,77.0,1011.7,1019.3,,,25.8,48.6,No,No
2016-11-06,Cairns,17.8,22.9,0.0,8.2,8.4,E,43.0,SW,WSW,15.0,20.0,77.0,72.0,1021.8,1027.3,2.0,0.0,21.8,21.6,No,Yes
2010-11-21,Launceston,11.6,21.3,0.0,,13.8,W,43.0,W,WNW,17.0,17.0,76.0,54.0,1025.1,1025.8,0.0,1.0,24.4,19.4,No,No
2016-09-16,Cobar,8.4,11.3,0.0,,,NNE,63.0,NE,NNE,0.0,3.0,99.0,43.0,1019.2,1019.0,4.0,8.0,10.6,12.0,No,No
2010-07-25,BadgerysCreek,10.3,17.3,0.0,,,N,43.0,NNE,NNE,6.0,17.0,69.0,54.0,1017.8,1018.9,,,16.4,15.7,No,No
2016-05-08,SalmonGums,4.0,18.7,0.0,,,SSE,44.0,S,SSE,19.0,22.0,76.0,81.0,1025.0,1026.1,8.0,8.0,18.6,15.2,No,No
2015-04-19,Hobart,11.3,17.3,0.0,,,E,44.0,E,E,9.0,13.0,63.0,62.0,1022.9,1022.3,1.0,6.0,14.0,17.6,Yes,Yes
2012-12-22,Dartmoor,9.5,18.5,0.0,5.0,,SSW,53.0,SSW,WSW,4.0,28.0,67.0,53.0,1021.9,1021.6,,,11.2,16.2,No,Yes
2011-07-01,Woomera,16.0,21.8,0.0,,,ESE,54.0,S,SW,13.0,24.0,66.0,37.0,1021.4,1025.4,,,18.7,15.4,Yes,No
2009-06-25,Walpole,29.1,29.0,0.0,,,W,39.0,SE,SE,17.0,6.0,61.0,28.0,1015.0,1015.0,,,26.2,28.1,No,No
2012-12-19,Woomera,5.8,19.4,2.8,6.0,,N,26.0,NNE,SW,13.0,22.0,70.0,78.0,1019.9,1019.9,,,5.3,17.5,No,No
2017-03-19,MelbourneAirport,24.4,35.0,0.0,,,E,76.0,W,ESE,9.0,13.0,53.0,30.0,1026.8,1023.2,0.0,6.0,20.3,25.3,No,No
2017-02-25,NorfolkIsland,17.2,17.0,0.0,2.4,8.3,N,,E,W,9.0,14.0,59.0,58.0,1019.6,1014.9,1.0,5.0,13.4,17.3,No,No
2010-02-20,Newcastle,3.1,13.0,0.0,,,WSW,33.0,S,WSW,22.0,30.0,56.0,56.0,1016.2,1016.7,,,8.2,13.0,No,Yes
2012-12-20,PerthAirport,15.1,28.3,0.0,,,ENE,50.0,E,E,19.0,20.0,72.0,41.0,1016.9,1015.3,1.0,1.0,24.0,20.8,No,No
2012-09-26,Dartmoor,10.2,19.9,0.0,,,,,,E,24.0,26.0,84.0,77.0,,,,,8.2,19.5,Yes,No
2012-04-13,CoffsHarbour,11.5,13.4,0.0,1.0,12.6,WSW,26.0,SSW,WSW,17.0,20.0,51.0,35.0,1006.8,1006.2,,,10.7,13.7,No,No
2012-08-22,Newcastle,18.4,29.2,0.0,,,WNW,24.0,W,NNW,13.0,11.0,68.0,71.0,1010.9,1022.4,,,15.4,24.0,No,No
2017-08-10,Sydney,19.7,29.0,0.0,,11.5,NNE,48.0,E,ENE,9.0,13.0,84.0,100.0,1020.0,1024.2,,,28.2,19.5,No,No
2016-11-03,Albany,1.6,18.3,0.0,,,N,39.0,N,N,20.0,26.0,69.0,74.0,1026.8,1025.2,,,9.8,18.1,No,Yes
2015-09-25,NorahHead,8.7,21.2,13.0,,,WSW,43.0,WSW,SSW,20.0,26.0,52.0,31.0,1018.2,1020.2,,,12.9,16.8,No,No
2016-05-21,Brisbane,,,0.0,,,NE,37.0,NNE,N,11.0,11.0,52.0,69.0,1012.7,1018.6,,,,,Yes,No
2010-01-02,Melbourne,10.0,30.5,0.0,,,W,,NNE,ESE,,19.0,99.0,46.0,1012.6,1013.4,,,25.6,29.2,No,No
2017-11-03,Townsville,14.0,21.1,0.0,,,,,ESE,NNE,15.0,15.0,62.0,49.0,1025.8,1026.6,,,14.2,18.1,Yes,No
2015-05-25,CoffsHarbour,4.1,14.1,0.0,1.8,,W,39.0,N,N,19.0,28.0,66.0,54.0,1020.1,1021.1,3.0,4.0,12.2,17.8,No,Yes
2010-07-23,Canberra,5.0,13.3,0.0,,,N,24.0,N,N,11.0,19.0,65.0,31.0,1017.9,1012.5,,,8.3,11.2,No,No
2010-08-12,Portland,4.0,17.0,0.0,,,ESE,46.0,NW,E,7.0,11.0,66.0,63.0,1011.1,1016.3,,,6.6,15.9,No,Yes
2010-06-25,Albury,4.0,34.3,1.4,,,SE,56.0,WSW,SSW,13.0,19.0,51.0,76.0,1008.5,1005.0,7.0,7.0,30.0,32.1,No,No
2013-04-12,Bendigo,13.3,19.7,0.0,7.2,8.6,WSW,48.0,ESE,E,0.0,15.0,43.0,52.0,1008.8,1004.4,8.0,7.0,15.1,19.1,No,No
2013-04-12,MountGambier,17.6,23.3,0.0,8.0,4.2,NNE,24.0,NNE,NNE,24.0,17.0,69.0,46.0,1023.5,1023.6,8.0,6.0,16.0,21.3,No,No
2015-05-22,Ballarat,13.4,15.4,0.0,,,N,50.0,NNW,N,25.0,20.0,75.0,59.0,1013.5,1015.3,,,11.3,15.0,Yes,No
2016-01-13,Moree,19.1,33.7,0.6,,,NE,33.0,ENE,ENE,20.0,30.0,37.0,32.0,1015.7,1018.8,,,22.7,28.2,No,No
2013-02-25,MountGambier,9.8,13.3,0.0,,,NNE,39.0,NE,E,4.0,28.0,79.0,79.0,1015.8,1018.5,,,9.8,17.8,No,No
2016-08-25,Tuggeranong,10.5,21.1,0.0,,13.1,WNW,46.0,SSE,WNW,17.0,13.0,66.0,71.0,1012.0,1018.8,,,11.0,19.0,Yes,Yes
2012-07-01,Newcastle,22.5,31.2,0.0,3.0,2.8,NNE,52.0,NNW,NNW,6.0,13.0,54.0,33.0,1005.0,1008.8,1.0,1.0,22.5,28.8,No,Yes
2014-11-03,Nuriootpa,7.3,11.7,0.0,,,,,NW,,14.0,22.0,79.0,69.0,1020.6,1021.6,,,9.6,10.0,,Yes
2010-12-31,Albany,7.1,17.1,0.0,,,WNW,37.0,WNW,WNW,17.0,17.0,,,,,,,7.1,16.6,No,No
2014-03-13,Williamtown,6.5,24.6,0.0,,,NE,46.0,E,W,24.0,19.0,57.0,46.0,1016.1,1014.3,,,22.5,22.2,No,No
2015-05-23,Tuggeranong,,,,,,N,63.0,NNW,NNW,12.0,14.0,73.0,80.0,1020.8,1016.0,8.0,,,,No,No
2016-01-16,Watsonia,6.1,22.4,0.0,,,WNW,43.0,SW,WNW,9.0,20.0,77.0,53.0,1019.1,1018.4,,,6.0,16.5,No,No
2015-01-01,NorahHead,24.9,26.0,0.0,,13.2,SSE,31.0,SSE,S,11.0,9.0,79.0,76.0,1017.5,1008.0,,,24.5,25.5,Yes,No
2015-08-15,Uluru,3.3,16.8,0.2,0.2,28.4,ESE,39.0,E,E,20.0,15.0,56.0,94.0,1015.8,1011.7,0.0,6.0,13.7,12.0,No,No
2014-04-01,Townsville,11.1,18.9,0.0,,,W,43.0,W,ESE,20.0,11.0,84.0,78.0,1013.9,1011.2,,,13.1,16.0,No,No
2015-06-25,Witchcliffe,,,0.0,,,,,,E,0.0,22.0,,,,,,,,,No,No
2014-02-19,Brisbane,13.3,21.9,,,,S,33.0,S,S,19.0,17.0,67.0,69.0,,,,,15.4,22.6,No,No
2015-05-26,Watsonia,18.9,20.5,0.0,6.2,,NE,39.0,NNE,NW,11.0,20.0,51.0,25.0,1012.0,1012.8,,,18.4,18.3,No,No
2009-04-30,SydneyAirport,15.3,41.8,0.0,,,N,39.0,NNE,NNE,0.0,0.0,88.0,66.0,1012.3,1012.2,7.0,1.0,15.7,41.4,No,No
2014-08-07,BadgerysCreek,11.8,26.6,,,,ENE,46.0,ESE,N,0.0,15.0,,65.0,1021.0,1022.5,,,12.3,19.0,No,No
2014-04-30,PearceRAAF,11.0,24.4,0.0,,,NW,31.0,NW,WNW,19.0,15.0,74.0,68.0,1028.8,1006.7,,,20.7,17.2,No,Yes
2013-07-10,Ballarat,25.4,33.2,0.0,7.0,10.8,S,27.0,SSE,SE,15.0,13.0,88.0,43.0,1009.5,1006.8,8.0,8.0,35.6,30.6,No,No
2012-02-13,Launceston,12.6,24.3,0.0,,,NNE,39.0,NNE,N,26.0,20.0,75.0,65.0,,,,,23.8,22.1,No,No
2011-10-25,Newcastle,5.3,20.4,8.0,,,W,20.0,W,SW,13.0,28.0,44.0,72.0,1008.9,1011.6,,,18.8,20.2,No,Yes
2015-07-08,Bendigo,7.2,27.6,0.0,7.2,,SSW,46.0,NW,WSW,10.0,19.0,60.0,46.0,1009.3,1008.7,3.0,8.0,16.5,27.8,No,No
2016-04-15,MelbourneAirport,7.8,17.9,2.0,3.6,4.2,NE,49.0,WNW,ENE,0.0,22.0,69.0,73.0,1019.7,1012.0,3.0,7.0,13.4,14.6,No,Yes
2014-06-02,Wollongong,8.8,21.4,2.8,2.4,4.0,SW,35.0,E,NNW,2.0,20.0,59.0,37.0,1026.9,1021.3,7.0,3.0,17.4,22.2,No,No
2010-03-26,Williamtown,11.6,19.7,0.0,0.0,,N,,NNW,NNW,22.0,26.0,,,,,7.0,,12.4,16.0,No,No
2010-06-28,Watsonia,10.8,19.4,0.0,,,,,NNE,N,4.0,15.0,90.0,47.0,1006.3,1007.4,,,15.6,19.4,No,No
2017-09-06,Hobart,3.5,14.4,0.0,2.0,,SSW,46.0,SSE,SSW,7.0,11.0,93.0,59.0,1130.4,1025.4,,,9.1,12.3,No,No
2011-06-30,Hobart,8.2,21.5,0.0,3.2,6.7,SE,50.0,SE,SE,20.0,31.0,55.0,32.0,1014.4,1014.0,,,17.0,12.5,Yes,No
2012-10-13,MountGinini,4.3,25.5,0.0,,,NNW,39.0,NNW,NNW,11.0,28.0,66.0,48.0,1025.5,1025.3,,,24.1,24.7,No,No
2013-08-17,Bendigo,7.7,17.9,0.0,,,,,,,9.0,9.0,78.0,61.0,,,,,15.9,17.6,Yes,No
2017-02-17,PerthAirport,10.6,18.8,0.0,,,S,60.0,SSW,S,0.0,6.0,64.0,51.0,1031.9,1024.2,1.0,7.0,18.4,20.7,No,No
2017-03-24,Richmond,11.4,19.6,0.0,,,S,35.0,S,W,28.0,17.0,66.0,57.0,1018.6,1014.0,8.0,8.0,10.6,17.6,No,No
2014-06-10,Melbourne,20.5,33.3,0.0,11.4,9.9,NNE,50.0,N,N,4.0,9.0,65.0,72.0,1023.6,1022.2,2.0,1.0,28.5,25.7,No,No
2009-12-23,Uluru,4.6,29.2,0.0,,,ENE,0.0,E,ENE,1.0,0.0,80.0,,,,,,19.9,28.9,No,No
2010-10-03,Albany,13.4,24.5,0.2,,,,,SSE,NE,26.0,30.0,73.0,68.0,1009.3,1008.1,,7.0,19.4,28.3,No,Yes
2014-10-19,Ballarat,8.7,17.8,0.0,,,NW,35.0,NW,WNW,13.0,11.0,69.0,48.0,1017.9,1009.3,,,10.9,16.9,No,Yes
2009-11-24,Sale,13.6,21.4,0.0,4.4,,WSW,39.0,NNE,WSW,9.0,24.0,77.0,89.0,1019.0,1017.8,,,17.2,21.6,Yes,Yes
2009-12-25,Albury,-0.1,-3.4,0.0,,,NE,46.0,N,NE,9.0,4.0,53.0,43.0,1014.5,1010.4,,,-1.7,-2.1,No,No
2017-04-24,Nuriootpa,15.1,21.7,0.0,9.0,9.6,S,44.0,SW,SSE,6.0,28.0,69.0,66.0,1009.4,1008.8,8.0,7.0,19.1,21.7,No,No
2011-01-22,GoldCoast,5.0,19.4,0.0,,,NNW,39.0,NW,WSW,13.0,15.0,91.0,89.0,,,,,13.1,19.8,No,No
2012-12-25,PearceRAAF,15.5,33.2,1.0,,,,71.0,NNW,N,9.0,11.0,72.0,56.0,1021.8,1013.1,,,22.2,31.7,No,No
2014-12-07,Albany,3.2,21.7,0.0,,,ESE,44.0,ESE,ESE,26.0,24.0,43.0,44.0,1010.7,1018.4,2.0,2.0,12.0,20.4,No,No
2012-07-23,Williamtown,7.3,17.3,0.0,12.6,9.7,W,33.0,W,WSW,0.0,9.0,81.0,65.0,1013.0,1010.1,5.0,5.0,9.9,15.6,No,No
2015-09-04,Townsville,8.5,9.4,0.0,1.2,9.6,W,39.0,E,WNW,0.0,9.0,69.0,72.0,1020.2,1020.0,6.0,,8.4,9.0,No,No
2008-05-07,Newcastle,0.3,11.1,0.0,,,SSW,37.0,SE,S,17.0,17.0,76.0,92.0,1017.3,1019.3,,,11.9,11.9,Yes,No
2010-09-06,No,21.9,21.6,0.0,3.2,6.4,N,43.0,NNE,N,20.0,22.0,65.0,31.0,1019.8,1018.2,6.0,6.0,19.3,17.5,Yes,Yes
2011-04-26,Albany,17.8,29.0,0.2,1.0,9.6,ESE,37.0,SE,ESE,7.0,17.0,62.0,59.0,1027.1,1027.1,2.0,6.0,16.2,21.8,No,No
