Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
Male,21.0,1.65,65.0,no,yes,2.0,3.0,Always,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,17.0,1.71,112.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,21.0,1.62,120.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Automobile,Obesity_Type_III
Male,19.0,1.66,60.0,no,yes,2.0,1.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,25.0,1.75,53.0,no,yes,3.0,1.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,18.0,1.7,88.0,yes,yes,2.0,3.0,Always,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.0,1.8,82.0,yes,no,3.0,3.0,Frequently,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,22.0,1.76,85.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
Male,22.0,1.7,104.0,no,no,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_III
Female,21.0,1.55,49.0,no,yes,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Automobile,Insufficient_Weight
Male,21.0,1.7,60.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,18.0,1.57,118.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22.91705,1.734981,68.086735,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,17.0,1.9,87.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26.0,1.75,70.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,19.0,1.902571,104.0,yes,yes,2.0,1.394445,Sometimes,no,1.741251,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,24.0,1.8,129.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.0,1.879889,78.094233,yes,yes,3.0,1.628549,Sometimes,no,3.0,no,0.630939,0.885036,no,Public_Transportation,Obesity_Type_III
Female,20.0,1.66,80.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,1.0,0.0,Sometimes,Automobile,Insufficient_Weight
Female,25.0,1.73,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,20.0,1.58,50.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Walking,Overweight_Level_II
Female,21.141061,1.814342,86.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.948143,Sometimes,Public_Transportation,Overweight_Level_I
Male,18.0,1.75,111.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,23.0,1.5,111.0,yes,yes,1.0,3.0,Sometimes,no,3.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21.0,1.541671,112.291913,yes,yes,2.0,3.0,Sometimes,no,1.287978,no,0.0,1.0,no,Public_Transportation,Overweight_Level_II
Male,21.0,1.637891,104.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,18.0,1.7,86.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,22.0,1.7,89.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,22.0,1.78,75.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21.0,1.75,80.0,yes,yes,2.0,1.0,Sometimes,no,2.0,yes,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,26.0,1.66,68.0,no,no,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,21.0,1.77,121.0,no,yes,3.0,3.0,Sometimes,no,3.0,yes,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,17.0,1.6,93.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
Female,21.0,1.8,90.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,1.0,Sometimes,Automobile,Obesity_Type_I
Male,21.0,1.631233,59.0,yes,no,2.848576,1.098335,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,23.0,1.6,56.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,16.0,1.75,65.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,24.716069,1.5,80.0,no,yes,2.0,1.716643,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,18.0,1.75,105.0,yes,yes,1.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25.0,1.7,60.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,no,Public_Transportation,Insufficient_Weight
Female,18.908984,1.6,85.0,yes,yes,3.0,2.0,Sometimes,no,2.202904,no,0.0,0.772891,Sometimes,Automobile,Overweight_Level_I
Male,18.0,1.68,86.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,17.0,1.6,122.0,yes,yes,1.996533,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_I
Male,19.0,1.56,89.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,19.0,1.65,42.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,17.0,1.63,83.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,22.0,1.7,90.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
Male,19.0,1.7,111.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19.0,1.74,55.0,no,yes,2.0,3.0,Always,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,18.0,1.55,63.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,20.0,1.8,118.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,yes,Public_Transportation,Obesity_Type_II
Male,18.0,1.6,60.0,yes,yes,3.0,2.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,18.0,1.6,65.0,yes,no,2.0,2.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,21.0,1.6,80.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,17.0,1.72,70.0,yes,yes,3.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21.0,1.65,60.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,17.0,1.6,60.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.0,0.0,no,Public_Transportation,Insufficient_Weight
Female,22.0,1.63,82.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,27.0,1.64,80.0,yes,yes,3.0,3.0,Sometimes,no,1.0,yes,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,20.0,1.85,75.0,yes,yes,3.0,1.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,25.0,1.7,65.0,no,yes,3.0,3.0,no,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_II
Female,19.0,1.62,133.0,yes,yes,2.0,2.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Automobile,Overweight_Level_II
Female,29.0,1.7,82.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,25.0,1.7,85.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,yes,Public_Transportation,Obesity_Type_III
Male,29.0,1.58,50.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Insufficient_Weight
Female,22.0,1.78,86.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,20.0,1.75,50.0,yes,yes,3.0,2.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,21.0,1.62,113.0,no,no,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,18.0,1.7,59.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,22.98899,1.7,50.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,22.0,1.65,110.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,42.0,1.75,78.0,yes,no,2.0,4.0,Sometimes,no,2.0,no,2.0,3.0,no,Public_Transportation,Normal_Weight
Female,40.0,1.6,55.0,yes,no,3.0,4.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,24.0,1.8,111.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,18.0,1.7,113.0,no,yes,3.0,3.0,Frequently,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,22.0,1.58,65.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II
Male,24.0,1.83,50.0,no,yes,3.0,1.0,Sometimes,no,1.0,no,0.0,0.0,Frequently,Public_Transportation,Insufficient_Weight
Female,17.0,1.73,86.0,yesdad,no,2.0,2.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,34.0,1.773471,133.144544,yes,yes,2.0,3.0,Sometimes,no,2.07846,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,22.0,1.7,42.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight
Male,18.0,1.78,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21.0,1.75,110.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19.0,1.7,51.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,19.0,1.61,64.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,20.0,1.7,77.0,yes,yes,3.0,2.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_II
Male,18.0,1.8,50.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,23.737984,1.777977,53.0,yes,yes,2.869791,3.0,Sometimes,no,2.0,no,0.816984,0.428788,Sometimes,Public_Transportation,Normal_Weight
Female,18.0,1.58,55.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25.0,1.65,102.987597,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,23.0,1.8,129.0,yes,no,2.0,2.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,22.0,1.65,55.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,23.0,1.65,86.0,yes,no,1.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,17.0,1.644547,86.593917,yes,yes,1.610545,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21.0,1.62,80.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,29.0,1.586563,102.87958,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Automobile,Obesity_Type_I
Female,39.0,1.7,116.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_II
Female,20.0,1.65,65.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II
Female,20.0,1.68,129.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,0.0,0.0,Frequently,Public_Transportation,Obesity_Type_I
Female,20.0,1.78,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23.0,1.57,51.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,19.0,1.65,80.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,30.827894,1.772926,120.590106,yes,yes,2.0,3.0,Sometimes,no,1.084593,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,33.0,1.68,118.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,0.0,no,Public_Transportation,Obesity_Type_III
Female,21.0,1.65,86.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,21.550089,1.640106,102.489566,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,1.453395,Sometimes,Public_Transportation,Obesity_Type_III
Female,19.0,1.73909,104.63626,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Automobile,Obesity_Type_II
Male,21.0,1.65,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,18.0,1.75,107.0,yes,yes,3.0,2.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,18.0,1.7,90.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,2.0,0.0,no,Public_Transportation,Obesity_Type_I
Female,18.0,1.7,58.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,20.0,1.7,42.938643,no,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.966261,Sometimes,Public_Transportation,Overweight_Level_II
Female,21.0,1.7,59.0,yes,yes,2.0,3.0,Sometimes,no,2.0,yes,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25.0,1.6,95.0,yes,no,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_III
Female,19.0,1.802716,107.311715,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,18.0,1.65,111.0,yes,yes,2.0,4.0,Sometimes,no,2.0,no,2.0,1.0,no,Automobile,Obesity_Type_II
Female,21.0,1.62,60.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Insufficient_Weight
Male,26.0,1.65,42.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,33.0,1.84638,80.0,yes,yes,3.0,2.0,Frequently,no,2.92696,no,1.0,1.0,no,Public_Transportation,Insufficient_Weight
Female,21.0,1.75,70.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Overweight_Level_I
Female,21.0,1.62,60.0,yes,no,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,no,Public_Transportation,Insufficient_Weight
Female,26.0,1.5879,65.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,18.0,1.73,107.0,no,yes,3.0,3.0,Sometimes,no,3.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19.0,1.6,75.0,yes,yes,2.0,3.0,Sometimes,no,2.0,yes,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21.0,1.82,85.0,yes,no,3.0,2.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,18.0,1.8,80.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Overweight_Level_II
Male,18.881182,1.769076,112.176439,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22.399929,1.732502,99.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22.0,1.85,60.0,yes,yes,3.0,2.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,21.0,1.76,111.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_II
Male,25.912011,1.654723,115.945457,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Automobile,Obesity_Type_II
Female,21.0,1.65,112.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,30.0,1.6794,49.85611,yes,yes,3.0,1.482778,Sometimes,no,2.0,no,1.0,0.669984,no,Public_Transportation,Overweight_Level_I
Male,22.0,1.63,63.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
Female,21.0,1.7,102.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,3.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,19.0,1.72,50.0,yes,yes,3.0,3.0,Sometimes,no,3.0,yes,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,31.0,1.64,85.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,18.0,1.791401,78.645528,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,20.0,1.75,98.0,no,yes,3.0,3.0,Sometimes,no,1.0,yes,0.0,0.0,Sometimes,Automobile,Obesity_Type_III
Male,23.0,1.58,50.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II
Male,21.0,1.5,129.0,no,yes,2.0,3.0,Sometimes,yes,2.0,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
Female,25.0,1.63,60.0,yes,no,2.0,2.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_I
Female,25.0,1.6,80.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Automobile,Overweight_Level_II
Male,29.0,1.75,52.0,yes,no,1.0,3.0,Frequently,no,2.0,no,1.0,0.0,no,Automobile,Insufficient_Weight
Male,21.0,1.6,66.417905,no,yes,2.0,1.0,Frequently,no,2.0,no,1.734893,0.0,no,Public_Transportation,Normal_Weight
Male,18.0,1.75,104.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Frequently,Public_Transportation,Obesity_Type_II
Female,31.0,1.67,85.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,18.0,1.726222,117.82405,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Obesity_Type_I
Female,19.0,1.730075,102.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,19.933963,1.664983,56.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,1.0,0.983464,Sometimes,Public_Transportation,Normal_Weight
Male,26.0,1.78,50.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Walking,Obesity_Type_III
Female,19.0,1.65,37.0,yes,yes,2.0,2.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,23.0,1.57,62.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21.739398,1.738982,102.0,yes,yes,2.0,3.0,Sometimes,no,2.734268,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,21.0,1.66,42.0,no,yes,2.0,3.0,Frequently,yes,3.0,no,2.0,0.0,Sometimes,Automobile,Normal_Weight
Male,28.0,1.74,60.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21.919094,1.848607,110.988151,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.018038,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25.0,1.77,106.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25.0,1.55,103.0,no,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_II
Male,18.0,1.59,112.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21.0,1.88,112.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.0,1.77,89.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,22.0,1.75,105.0,yes,yes,2.0,3.0,Sometimes,no,2.738262,no,1.823771,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21.926862,1.744165,82.86589,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Walking,Overweight_Level_II
Male,20.0,1.709917,82.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,20.0,1.66,86.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,23.0,1.75,56.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_I
Male,30.0,1.65,58.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25.0,1.6,112.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,18.0,1.75,70.0,yes,yes,1.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight
Male,17.0,1.62,50.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,18.0,1.6,117.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_II
Female,18.0,1.65,62.0,yes,yes,3.0,2.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,29.0,1.63,104.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.98898,1.774811,80.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,20.0,1.68,117.0,yes,yes,3.0,3.0,Sometimes,no,2.0,yes,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,18.0,1.58,42.0,yes,yes,1.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,20.0,1.63,85.0,yes,no,3.0,3.0,Sometimes,yes,3.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_I
Male,29.0,1.62,55.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Insufficient_Weight
Female,26.0,1.5,104.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,21.902633,1.699941,52.992655,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Insufficient_Weight
Female,26.0,1.65,133.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,4.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,17.0,1.6,50.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_II
Female,21.0,1.7018,75.0,yes,yes,2.839073,3.0,Sometimes,no,2.0,no,2.0,1.953467,Sometimes,Public_Transportation,Overweight_Level_II
Male,20.0,1.66,111.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Obesity_Type_II
Male,30.0,1.86,102.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_II
Female,18.0,1.67,90.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,18.0,1.6,52.0,yes,no,4.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Automobile,Normal_Weight
Male,19.0,1.75,49.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight
Female,21.0,1.68,80.0,no,yes,2.0,3.0,Sometimes,no,1.0,yes,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
