game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
5994.0,True,43.0,Resign,White,10+0,kamilik,1510.0,dakota_c,1333.0,a3,C47,9.0,King's Pawn Game: Bowdler Attack,King's Pawn Game,,Bowdler Attack
13994.0,True,39.0,Resign,White,5+5,mr_baker,1397.0,darth_c,1569.0,e4 c5 Nf3 e6 Nc3 d6 d3 Nc6 Bc4 Nge2 Bb7 d4 exd4 Bxd4 O-O Nh3 Bf4 Bd2 Nc6 e5 Nd4 Bxf4 Bxf,C00,8.0,Scandinavian Defense,Scandinavian Defense,,Advance Variation #3
880.0,True,16.0,Mate,Black,15+0,paul_gordon,1857.0,the_doom_man,1693.0,e4 c5 Nc3 d6 d3 Nf6 Nc3 Bc5 Bb5 O-O Bxc5 Nxc5 Bxc5 d6 c4 a5 cxb5 Bxb5 Nb5 Qxb5 Qg4,A40,3.0,English Opening: Grand Prix Attack,English Opening,,Grand Prix Attack
16849.0,True,51.0,Resign,True,10+0,arakon,1403.0,kingof_chess,1500.0,e4 c5 Nf3 e6 d3 Nd6 dxe4 Nxe4 Bg4 Bxc6 N,B40,6.0,Elephant Game: London System,Elephant Game,,London System
3263.0,True,33.0,Resign,White,10+0,zbigner,1553.0,rhysdian_p,1761.0,e4 c6 Nf3 Nf5 Bc4 Nc6 O-O d5 exd5 cxd5 d4 Bg5 Bg4 cxd4 Qxd4+ Bxf7 Q,C46,8.0,Van't Kruijs Opening,Van't Kruijs Opening,,#3
15861.0,True,33.0,Resign,Black,10+0,chicago_moves,1696.0,chess_turtle,1567.0,e4 d5 d4 Bb5 Bc5 O-O O-O Nf6 O-O Bg4 e5 c3 dxe5 fxe5 Bxe,B07,7.0,French Defense: Bowdler Attack,French Defense,,Bowdler Attack
15692.0,True,45.0,Resign,Black,5+5,nikolas,1706.0,nikolas,1756.0,e4 c6 Nf3 d5 exd5 Nxd5 Qxd5 Bg5 Nd4 Qa4 Qb3+ Kd2 Bb6 a3 Qd4+ Ke3 Nh5 Bxg,B20,8.0,Sicilian Defense: #2,Sicilian Defense,,#2
14892.0,False,51.0,Resign,White,10+0,chiggenov,1340.0,nugget,1332.0,d4 d5 c4 e6 dxc4 Bxc4 Qa5 Qa5 Qxa8 Qxa8+ Nc3,C50,5.0,Sicilian Defense: Exchange Variation,Sicilian Defense,,Exchange Variation
7055.0,True,14.0,Resign,White,15+0,komitskay,1495.0,sfh,1472.0,e4 e5 Nf3 d6 d3 d5 exd5 Qxd5 Nf3 Nc6 Bb5 a6 Bxc6 Qxc6 Qd7 Nd2 Nb6 g3 O-O O-O,C00,6.0,Zukertort Opening,Zukertort Opening,,Karklins-Martinovsky Variation
14380.0,True,71.0,Resign,Black,10+0,ficagli,1500.0,sakil,1500.0,e4 e6 Nf3 Nc6 Bc4 Nc3 d6 Bc4 b6 O-O Bb7 h3 Bg4 h6 Bh5 hxg4 hxg4 Bxf4 Nxe4 Qe2 N,D00,4.0,Italian Game: Zukertort Variation,Italian Game,,Zukertort Variation
18013.0,True,79.0,Resign,Black,10+0,adreza-san,1559.0,nagamoto-san,1585.0,d4 Nf6 Nc3 Nc5 e3 d5 Nf3 Be7 Bf4 e4 Bxc3 exd5 Nxd5 Qxd5 Qe5 Nxc3 Bd4 Qxe5,B01,17.0,Queen's Gambit Declined: Alapin Variation |  Beccak Variation,Queen's Gambit,,Alapin Variation
2294.0,True,54.0,Resign,Black,15+0,karr,2058.0,bored,1518.0,e4 e6 d4 d5 e3 dxe3 Nxe3 c6 Nc3 Nf6 Nf3 g6 Bg5 b6 O-O h6 Bd3 O-O f6 Nd5,D04,5.0,Queen's Pawn Game: Exchange Variation,Queen's Pawn Game,Declined,Exchange Variation
666.0,True,16.0,Resign,Black,15+0,aragon,1552.0,chess_star_id,1448.0,e4 e5 Nf3 Nc6 Nc3 Nf6 d3 Be6 Bc4 Bd3 d6 e5 Bb5 cxd5 Qxd5 Qxe5 Bxe5 dxe5 Nxe5 Nxe5 Q,A40,13.0,French Defense: Tarrasch Variation,French Defense,,Tarrasch Variation
609.0,True,13.0,Resign,White,5+10,cahr_snorra,1716.0,kolra,1693.0,e4 c5 Nf3 Nc6 Bc4 Nc3 e6 d4 Nxd4 Bb4 Bc5 Nc3 d5 exd5 Nxd5 Be7 Bd3 Bd6,D00,6.0,Scandinavian Defense,Scandinavian Defense,,Najdorf Variation
6910.0,True,35.0,Resign,Black,15+0,chesswithlife,1475.0,kovh,1291.0,d4 d5 c4 e6 Bf4 Nc6 Nf3,A00,2.0,Sicilian Defense: Invitation,Sicilian Defense,,Sicilian Invitation
996.0,True,16.0,Mate,Black,10+10,chessmaster,1717.0,chessmaster,1713.0,e4 d6 Bc4 e6 Bc3 Nf6 Nc3 d5 O-O O-O O-O e5 dxe5 Qxe5 Nd4 Qf6 d3 Bg4 h3 Qh5 Nd4 Qe7 Qh4 Bd,D02,4.0,Queen's Gambit,Queen's Gambit,,Exchange Variation
597.0,True,28.0,Resign,Black,10+0,jacob,1491.0,the_chess_chess_master,1521.0,e4 e5 Nf3 d6 Bc4 Nc6 Nf3 d5 exd5 c4 dxc4 Bxc4 Bd6 O-O Bf5 Bd7 O-O e6 Ne2 Nd7 Ra1 Nb6,B03,4.0,Ruy Lopez: Leonardis Variation,Ruy Lopez,,Leonardis Variation
1973.0,False,74.0,Resign,White,10+0,nikolabe,1783.0,alexn123,1660.0,e4 Nf6 d4 c5 c3 Nf6 e5 Bg5 d6 Bh3 Nf6 Bg4 Nd6 Bg4 Be2 Bxg4 Nf5 d4 Nc3 Nxd,D02,5.0,French Defense: Normal Variation,French Defense,,Normal Variation
598.0,True,101.0,Resign,White,15+0,mrchess,1523.0,sjmak,1683.0,e4 d5 d4 e6 Nc3 Nc6 dxe4 Nxe4 dxe4 Nc6 Nf3 Be6 Nxd6,B20,4.0,Sicilian Defense: Austrian Defense,Sicilian Defense,,Austrian Defense
9957.0,True,69.0,Mate,White,10+0,kangso,1413.0,sambro,1424.0,e4 c5 Nf3 d6 e6 Bb5 Qd7 Nc3 Bd6 O-O O-O Bg4 Bxf3 Qxf3 Qxf3 g5 Bg2 Bxb2 Nxb2 Rc1 B,D06,6.0,English Opening #3,English Opening,,Tennison Gambit
11152.0,True,20.0,Resign,Black,10+0,rezviz,1224.0,roman_gonzem,1233.0,d4 d5 f4 dxe5 fxe5 Ng4 Bg5 Nf6 Ng4 Nxe5 Nxe5 Nf3 Nc6 Bd3,C00,3.0,Sicilian Defense: Damiano Variation,Sicilian Defense,,Damiano Variation
17193.0,True,39.0,Draw,Draw,13+0,bibbauer13,1375.0,f3d,1288.0,e4 e5 Nf3 Nc6 Nc3 d6 Bc4 d6 Bb2 Bd6 Nc3 a6 Be7 O-O O-O h6 Bg5 Qd2 Nc6 a4 a3 a5 Na5 Nc3,E87,1.0,King's Pawn Game,King's Pawn Game,,Great Snake Variation
54.0,True,60.0,Mate,White,10+0,einsteinm,1252.0,thebad,1440.0,e4 e6 Nf3 d6 Nc3 d6 Nf3 Nf6 d4 Nxd4 Bxd4 d5 c4 c6 Nc3 Bd7 Qd2 Nxd4 exd4 Bxd4 Qxd4 Nc3 Bb4 Nd4 Bb7 O-O,B00,7.0,Baku Opening,Baku Opening,,Zukertort Variation
17408.0,True,62.0,Resign,Black,45+45,michael55,1791.0,alex_miles,1576.0,e4 e6 Nf3 Nc6 Nc3 d6 Be3 O-O Nf6 Bb5 d3 Bc5 Nc2 b5 Nd4 Bg4 h3 Nf6 B,C01,5.0,Queen's Gambit Accepted: Albin Countergambit,Queen's Gambit Accepted,,Albin Countergambit
1708.0,True,50.0,Resign,White,15+15,czernan,1500.0,fazdak,1350.0,d4 d5 c4 Nf6 c3 Bd6 Bc4 e6 Nf3 Bc5 cxd5 exd5 Nf6 Qd3 Qd6 Nf3 Nc6 Bg5 O-,C50,2.0,Sicilian Defense: Italian Variation,Sicilian Defense,,Italian Variation
1290.0,True,44.0,Mate,White,15+15,kimmy_burchas,1675.0,viktor_maz,1284.0,e4 c5 Nc3 Nf6 d3 d5 cxd5 exd5 Nd2 c4 cxd5 Bg5 h6 Bxf6+ Kh7 Qf6 Nb7 c5 Bf4 Bxf4 Qxf,D15,2.0,French Defense: #2,French Defense,,#2
18100.0,True,40.0,Resign,Black,10+0,giana_m8,1386.0,mrshua,1874.0,e4 e5 Nf3 Nc6 d3 d6 Be3 Nc3 Nf6 Bg5 d3 Bf4 Qd2 Qc7 Rfe1 Bc6 Bx,C41,5.0,Sicilian Defense,Sicilian Defense,,Giuoco Pianissimo
8588.0,True,112.0,Resign,Black,10+0,chess_chess_master,1776.0,kadis,1693.0,e4 e5 Nf3 Nf6 Bc4 d5 exd5 Qxd5 Nc3 d6 Bg5 Bxc6 Nxc6 Bxc,B00,6.0,Sicilian Defense,Sicilian Defense,,Classical Variation
12581.0,True,21.0,Mate,Black,10+0,jdmw,3108.0,drakon,1587.0,e4 e5 Nf3 Nc6 Bc4 Bc6 d4 c6 O-O d6 Bd3 Nd7 Bxf3+ Kxf3 Bxc4 Na5 Qxd7,C20,6.0,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,,Smith-Morra Gambit #2
1787.0,True,66.0,Mate,White,10+0,mohannadom,1676.0,nagam,1432.0,e4 e5 Nf3 Nc6 Bc4 O-O Nc3 Nf6 d4 exd4 Nxd4,B00,4.0,English Opening: Double Duck Formation,English Opening,,Double Duck Formation
6896.0,True,39.0,Mate,White,10+0,mrzs,1630.0,gonzillo,1655.0,c4 e5 d4 exd4 Nf6 Bc4 Bc5 c5 Nf3 Bg4 Nbd2 d6 e4 Nf3 O-O Bxf3 dxe4 a6 Bx,B23,1.0,Sicilian Defense: Exchange Variation,Sicilian Defense,,Exchange Variation
6893.0,True,76.0,Resign,Black,30+0,ijc,1541.0,pachess,1498.0,e4 e5 d4 c5 dxe5 Nf3 Bc5 Bf4 a3 Nc6 h3 e6 Bxe4,B00,4.0,Zukertort Variation: Zukertort Variation |  Indian Defense |  Indian Defense,Zukertort Variation,,Zukertort Variation
4761.0,True,38.0,Resign,White,15+0,ezdarksky,1545.0,mr_s_ir,1696.0,e4 e5 Nf3 Nc6 Bf5 d6 d4 exd4 Nd5 Nf6 Nd2 O-O Bg5 Nxd6 c,A50,4.0,King's Gambit,King's Gambit,,#2
13357.0,True,51.0,Resign,Black,15+15,josephcox,1559.0,yuzu,1535.0,e4 c5 Nf3 d6 Bc4 e6 c4 Nc6 Nf3 Nd7 Bd3 Bxc4 bxc4 Bxc4 d3 Nb5 Bc1 Bd6 Bxe5+ Kxe5 Nxe5 d,C00,1.0,Sicilian Defense: Ilyin-Zhenevsky Defense,Sicilian Defense,,Ilyin-Zhenevsky
5354.0,True,42.0,Resign,Black,10+0,jerrydok,2183.0,lupin,1707.0,e4 e5 Nf3 d5 exd5 Nxd5 Nxd5 Qxd5 Bd3 Nc6 Qc3+ Bd2 Bxd2 Qxd,A02,3.0,Benoni Defense: Spanish Variation,Benoni Defense,,Spanish Variation
1808.0,True,47.0,Resign,Black,10+5,bibliclasse,171791.0,nuffsaid01,1944.0,e4 e5 Nf3 Nc6 d3 Nf6 Nc3 Bb4 Nxf6 exf6 Bxf6 Qc8 Nxe5 Bxf6 Qf3 Nc3 Qa4+ Nd2 Qa3+ Kf2 Nh4,C52,4.0,Four Knights Game: Italian Variation,Four Knights Game,,Italian Variation
1306.0,True,33.0,Resign,White,20+0,marx,1679.0,n00b,1189.0,e4 e5 Nf3 Nc6 Bc4 d4 exd4 Nxd4 Nxd4 Bc5 Nf3 Bb5 Nxd4 Nxd4 Bb5 Nb3 Bxc,C41,5.0,Zukertort Opening: Caro-Kann Defensive System,Zukertort Opening,,Caro-Kann Defensive System
747.0,True,74.0,Resign,White,10+10,theharp,2077.0,mrchess,1536.0,e4 e6 d4 exd4 Nf6 Nc3 c6 Bb5 Nc6 a3 Nf3 Bd6 f4 d5 exd5 Ba3 O-O O-O Nd6 Bd3 h6 h4 Nbd7 b4 a5 Bb5 h4 g5,C41,5.0,English Opening,English Opening,,Normal Defense
10465.0,True,54.0,Resign,Black,10+0,javier_zoom,1783.0,a_shopper_b,459.0,e4 e5 Nf3 d6 d4 e6 Be2 Nf6 Nc3 d5 Qe2 O-O Nxe3 Nxd8#,B01,4.0,Arctic Defense: Arctic Variation,Arctic Defense,,Arctic Defense
13163.0,True,34.0,Resign,Black,10+0,shaadi,1838.0,zokertort,1316.0,e4 e5 Nf3 Nc6 Bc4 d6 Nf3 d5 Nd4 c3 Nf6 Bg5 h6 Qe2 Qb6 Bxg5 hxg5 Qg4 c,B06,6.0,French Defense: Zukertort Variation,French Defense,,Zukertort Variation
2475.0,True,76.0,Resign,Black,15+15,al_mamad,1432.0,czjd,1307.0,e4 e5 Nf3 Nc6 Nc3 Bb4+ Bd7 Bxc6+ Bxc6 Nf6 d4 Nf6 d5 O-O Bd7 Nc3 b6 a,A00,9.0,Vienna Game: Advance Variation,Vienna Game,,Advance Variation
8862.0,True,30.0,Resign,White,15+0,cernan_mcclancz,1491.0,pieter_paul,1587.0,e4 c5 Nf3 Nc6 d3 d6 d2 e5 a3 e5 Bg4 h6 Bd3 Bd6 e5 Bf5 Bxe5 Bxe,B00,3.0,Sicilian Defense: Alapin Variation |  Modern Variation,Sicilian Defense,,Alapin Variation
8587.0,True,66.0,Out of Time,Black,15+15,saeed_m,1801.0,roman_chess,1715.0,e4 e5 Nf3 d6 d3 exd6 Qxd6 Nc3 Bb4 Qd7 Nf3 Bg4 Be2 d5 Nxd5 exd5 c6 Nc6 d3 Nb6 Qd1 Nf6 Nxd6 Nxd,C42,5.0,Zukertort,Zukertort,,Chigorin Defense
14888.0,True,55.0,Mate,Black,10+0,samuel_w,1701.0,mrpg,1648.0,e4 e5 Nf3 d6 Ngf6 Nc3 d5 Bg5 h6 Qc7 Qa6 Nf6 Nc3 Nf6 Bd2 Nc6 Bg4,C31,5.0,Sicilian Defense: Morphy Defense |  Main Line,Sicilian Defense,,Morphy Defense
16042.0,True,58.0,Resign,Black,15+0,chessmaster,1450.0,blackand_star,1389.0,e4 c5 Nf3 d6 d4 d5 exd5 cxd5 Nc3 Nf6 O-O Nc6 Bc4 h6 Bh3 g5 Bg3,B30,7.0,Spanish Defense: Quiet System,Spanish Defense,,Quiet System
2098.0,True,51.0,Resign,White,5+15,mrk_mr,1493.0,mrk_m,1653.0,e4 d6 c3 Nf6 e5 Nf3 Bg4 h3 Bxf3 Qxf3 Qe2 d5 Ne4 c6 Nbd2 Bc6 Nc3 Nd5 Bxc3 dxc,B06,3.0,Sicilian Defense: Zukertort Variation,Sicilian Defense,,Zukertort Variation
13961.0,True,50.0,Mate,White,30+2,echess,1633.0,chessmaster5,1476.0,e4 e5 Nf3 c5 Nf6 Bc4 Qe7 Nc3 Nf6 Bd3 O-O Ng4 Bxf6+ gxf6 Bxf6 O-O d6 exd6 cxd6 B,A00,3.0,Queen's Pawn Game: #2,Queen's Pawn Game,,#2
1606.0,False,36.0,Resign,Black,10+0,jayli_d_b,1283.0,alex_m_manga,1279.0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Bc4 Bb4 Nf6 Nf3 Nxd4 Qxd4 O-O Nb3 Nb3 O-O N,C64,9.0,King's Pawn Game: Paulsen Variation,King's Pawn Game,,Paulsen Variation
710.0,True,52.0,Resign,White,10+0,gabli,1269.0,nikolio,1322.0,e4 e6 c4 Nf6 d4 exd4 Qxd4 Nc6 e5 Qg5 Nf3 Nc3 Nf4 Bd6 Nd3 Bxd1+ Bxd1,A00,2.0,Marshall Defense,Marshall Defense,,Marshall Defense
569.0,True,44.0,Resign,White,10+0,edh,1831.0,kojanan,1827.0,e4 c5 c4 cxd4 Nf6 Nc3 d6 Bb5 Nf3 Nc6 d4 Bb3 d5 exd5 Bg5 h6 Bxf6 gxf6 Bg5 e5 O-O e5 Nf4 Nxf7+,D20,3.0,Alekhine Defense: Normal Variation,Alekhine Defense,,Normal Variation
1606.0,True,70.0,Mate,Black,20+0,stiggen,1350.0,mohammad_mohammad,1381.0,e4 e5 Nf3 Nc6 b3 b5 Nb2 b4 d5 e5 dxe5 Nxe5 Bc4 dxc4 Bxc4 Nf6 Qc3 Bxc4 Qxf6 Qxf6 exf6 Nc3 d,C00,4.0,Scandinavian Defense: Knight Variation,Scandinavian Defense,,Knight Variation
707.0,False,20.0,Resign,White,7+3,danny,1524.0,mcdoc,1674.0,e4 e5 Nf3 Bc5 Nc3 Bg4 Nh4,C00,3.0,Queen's Gambit Declined,Queen's Gambit,,Bowdler Attack
1698.0,True,13.0,Draw,Draw,10+0,kunitz_mache,1493.0,kuber1111,1589.0,e4 e6 d4 c5 d6 Nc3 Nf6 Bc5 dxc5 Bxc5 Nf3 O-O Bd6 Bg5 Bg4 b3 Bb4,A00,5.0,Indian Game: Wayward Queen Attack,Indian Game,,Wayward Queen Attack
6758.0,True,33.0,Draw,Draw,10+0,apozozu,1231.0,egyptian_chess,1231.0,e4 e5 Nf3 Qc7 Nf6 Bc4 b5 e5 d4 Nd7 d5 O-O Nxd5 c3 Bf5 Nc6 d6 Ne4 Bg5 Bxc6,B20,3.0,English Opening: Anti-Fried Liver Defense,English Opening,,Anti-Fried Liver Defense
15409.0,True,28.0,Resign,White,10+0,czejeche,1548.0,roman11,1956.0,e4 e5 Qh5+Qh4 Qxh4+ Nf6 Qxg5 Qh5#,B07,7.0,French Defense: Modern Variation,French Defense,,Modern Variation
17020.0,True,29.0,Resign,Black,20+0,e-sasha,1639.0,sakamari,1553.0,Nf3 g6 e4 e5 Nc3 d5 exd5 Nxd5 Nf6 Nf3 Nc6 Nd2 Bxf3 Nxd4 Qxd4 O-O Be3 Qe6 Bxf3 Nc6 N,C46,5.0,Sicilian Defense,Sicilian Defense,,Chigorin Variation
2148.0,True,64.0,Resign,Black,7+8,jmccarthy,1269.0,time_increment,1637.0,e4 c5 e5 Nf3 Nc6 b3 Nf6 Nc3 d6 O-O Bd2 a6 Nc3 Qd6 Bd2 Bf5 Qe2 a5 Nd4 Nxe5 Qxe5,A00,5.0,Sicilian Defense,Sicilian Defense,,Jalalabad Variation
14561.0,True,52.0,Mate,White,5+5,zukertort,1524.0,mrshinov,1633.0,e4 d5 c4 dxc4 Nc6 Nf3 e5 Bc4 Nf6 e4 d3 Nxd3 Nxd3,A00,5.0,Italian Game: Nyezhmetdinov-Rossolimo Attack |  Sicilian Defense,Italian,,Nyezhmetdinov-Rossolimo Attack
16061.0,True,54.0,Resign,White,5+10,jay2,1650.0,dkimberl,1714.0,d4 d5 Bf4 Nf6 Bxf4 Bxf4 c3 Bd6 b3 c6 O-O-O a5 Bg5 Bh6 Bxb,D07,5.0,Queen's Pawn Game: Gunderam Gambit,Queen's Pawn Game,,Gunderam Gambit
1189.0,True,39.0,Mate,White,10+0,saeedhana,1553.0,davev,1512.0,d4 Nf6 g3 e6 Bg2 f5 g4 Bg5 h3 Ne7 Bf3 Ng5 h6 Bd2 Qh6 Qxd4 Ne2 Bf6 h4 Bh5 Qd5 Nf3 g6 Nf5 Be2 e3 gxf,B29,4.0,Sicilian Defense: Mieses-Kotroc Variation |  Sicilian Defense,Sicilian Defense,,Mieses-Kotroc Variation
18265.0,True,71.0,Resign,Black,10+0,dmiller,1637.0,kapak,1686.0,d4 d5 Nc3 Nf6 e3 e5 c3 b6 c4 d6 cxd6 Nf3 Nxd6 O-O e4 e5 Qd2 Nc6 Bb5 a6 Ba3 O-O a5,C41,3.0,English Opening,English Opening,,Exchange Variation
148.0,True,6.0,Mate,Black,15+0,jonathan_jerry,1776.0,serg_nick,1483.0,e4 e5 Nf3 Nc6 Bc4 Nxe5,C57,4.0,French Defense: Knight Variation,French Defense,,Knight Variation
16233.0,True,18.0,Resign,Black,10+0,berryblossom,1558.0,ednimo,1576.0,e4 e5 c5 Nf3 Nc6 Bc4 d6 Bd3 Nf6 Nc3 g6 Bg3 Nf5 O-O Bc4 Nd5 Qe2,C00,6.0,Sicilian Defense: Advance Variation #2,Sicilian Defense,,Advance Variation #2
1687.0,False,54.0,Mate,White,10+0,joseph_p_m_d_d_n_i,2009.0,ri_m_ru,2008.0,e4 e5 d4 exd4 Nf6 Bc4 Bc5 e5 d6 Nf3 Nc6 Nxe5 dxe5 Bb5+,B50,1.0,Sicilian Defense: Exchange Variation,Sicilian Defense,,Exchange Variation
5692.0,True,25.0,Resign,Black,10+0,artemand,1819.0,artemand,1447.0,e4 e5 d4 Nf6 Nc3 Nf6 d5 exd5 Nxd5 Bb4 Nc6 Nf3 Nd4 Qe2 Bb4+ Be7 Bxe7 Qxe7 Qxe7 Qb,D00,3.0,King's Pawn Game: King's Indian Attack,King's Pawn Game,,#2
1406.0,True,44.0,Resign,Black,10+0,jimbli,1432.0,drakalik,1491.0,e4 c5 d4 e6 dxe4 Nc3 Bb4+ Bd2 Bb7 Rfe1 Nfd7 Bg5 Ne5 Nf3 Bg6 O-O Nf6 Bxf6+,B07,4.0,Sicilian Defense #3,Sicilian Defense,,#2
6561.0,True,70.0,Mate,White,15+1,anon99,1818.0,viktor_p,1702.0,d4 d5 c4 e6 Nc3 e7 Nf3 Bb4 Nf6 Bg5 d6 dxe7+ Nxe7 fxe7 Bxe7 f6 Nf3 O-O O-O Bg5 Be7 Nd5 Ng6 Nxe6 Bxe6 Nxe6 Qf,C20,1.0,Pirc Defense,Pirc Defense,,Anglo-Indian Defense
16894.0,False,7.0,Resign,Black,10+0,daniel_markov,1500.0,zapalan,1500.0,e4 e5 d4 d5 exd5 exd5 Nf3 Nc6 dxe5 Qxh6#,B01,3.0,Queen's Pawn Game: Falkbeer Variation,Queen's Pawn Game,,Falkbeer Variation
13600.0,True,56.0,Out of Time,Black,15+0,mohammadahad,1793.0,lhkdf,1737.0,e4 d5 exd5 Nf3 Qh5 Qh6 Bf4 Bxg6 Nxg6 Bf4 b6 Bd3 Nc7 Qe2 Bc7 O-,C20,5.0,Philidor Defense #3,Philidor Defense,,Advance Variation
7421.0,False,45.0,Mate,Black,15+15,vatilas,1478.0,chess_boy,1440.0,e4 f5 Nc3 d5 exd5 Nxd5 Bb5+ Nc6 Qd2 Nf6 Be3 e6 Nc5 Bd6 Nc3 Nxd4 exd4 Bxd4 Nxd4 Qc1 B,C40,2.0,Four Knights Game,Four Knights Game,,Zukertort Variation
788.0,True,50.0,Resign,White,15+15,danieljarr,1756.0,sergei,1787.0,e4 e5 Nf3 Nc6 Bc4 Bb4+ Nf6 g3 d6 Qd2 Nd5 Qxd5 Qxd5 a6 Bf5 d4 O-O c5 e6,D28,8.0,King's Gambit: Scandinavian Variation,King's Gambit,,Scandinavian Variation
17759.0,True,41.0,Resign,White,10+0,kadam,1474.0,lkm8t,1550.0,d4 d5 c4 c6 Bb5 Nc3 Nf6 Bxe4 Nxe4 O-O Nxf6,B00,2.0,Modern Defense: Old Variation,Modern Defense,,Old Variation
17081.0,True,47.0,Resign,Black,10+0,chessmom,1171.0,eric-joker,2267.0,Nf3 Nc6 d4 d5 exd5 Bc4 dxe5 Nxe5 Nf6 d4 Nxe5 Q,A00,8.0,Zukertort Opening: Traditional Variation,Zukertort Opening,,Traditional Variation
686.0,True,33.0,Mate,White,10+0,adeljanbak,1285.0,jacob,1034.0,e4 e5 Bf4 Nf6 Nf3 e6 d3 Bb5 Bd7 d4 exd4 Bxd4 Nf6 Nxf6+ Bxf6 Nxf6,D02,4.0,French Defense: Dutch Variation,French Defense,,Dutch Variation
72.0,True,72.0,Resign,Black,17+5,chess_makchii,1380.0,edw,1501.0,e4 e6 d4 d5 exd5 exd5 Nf3 g6 Bg7 Bxf3 Bxd5 exd5 Qxd5 Nc6 Bd3 Qe7 O-O Nc3 Nf6,A00,6.0,Sicilian Defense: Cozio Defense,Sicilian Defense,,Cozio Defense
16060.0,True,39.0,Mate,Black,10+0,shaheb,1532.0,lonsad,1598.0,e4 d5 d4 e6 Nf3 Nf6 Nc3 e5 Bb4 Bd7 Bc4 Nf6 Nb5 a6 Nxc6 Bxc6 Qc2 Qb7 Nd4 Na3 Nf,C20,3.0,Italian Game,Italian Game,,Classical Variation
14914.0,True,50.0,Mate,Black,10+0,marx_jh,1634.0,cjm8,1632.0,e4 e5 Nf3 d6 Nc3 Nf6 d3 c5 Nc6 Bc4 g6 Be3 Bg7 O-O-O Ne7 Bg5 f3 Nf5 Bg3 c4 Nb6 Nxd5 B,C20,5.0,French Defense: Schmidt Variation,French Defense,,Schmidt Variation
4457.0,True,31.0,Resign,White,10+0,tt,1724.0,marc8,1674.0,e4 e5 Nf3 Nc6 Bc4 d6 b4 c5 Nc3 Nd7 Be2 O-O Nf6 h4 Bh5 Bg5 Bxf5 Qg4 Bxf7 g4 hxg2 Nh4 g3 Nh5 Nx,A00,2.0,English Opening,English Opening,,Zukertort Variation
11543.0,True,63.0,Mate,White,15+0,jeremiah91,2246.0,chess_master,1622.0,e4 e5 Nf3 Nb6 Nc3 Be7 d4 c6 Nd2 d5 c3 Bb4 Nc6 dxc3 Na3 O-O Bd6 Be7 b3 a6 Bb2 Nc5 Bxd4 cxd5,C41,9.0,Italian Game: Mieses-Kotroc Variation,Italian Game,,Mieses-Kotroc Variation
6128.0,True,39.0,Resign,Black,15+15,zzmulke,1534.0,xocotxoc,1545.0,e4 e5 Bc4 Nf6 Nc3 Nf6 d3 Bg4 O-O O-O Qc2 c5 d4 cxd4 Nxd4 Qd6 Qxf2+ Kh1 Qxd4 Qxd4 Be6 Q,C50,7.0,Sicilian Defense: Anti-Fried Liver Defense,Sicilian Defense,,Anti-Fried Liver Defense
15400.0,True,32.0,Resign,Black,10+0,kingofthecuck,1590.0,amadaguyt,1531.0,e4 e6 Nf3 Bc5 Nc3 Nc6 Bb5 Nf3 Bxf3 d5 exd5 Bxd5 Nxd5 exd5 Qxd5 Bg5 Qd3 Bxf6,A00,1.0,Queen's Pawn Game: Normal Variation,Queen's Pawn Game,,Normal Variation
1053.0,True,42.0,Mate,White,10+0,elexk,1087.0,corsado,1267.0,e4 e5 Nf3 Nf6 Bc4 d5 exd5 exd5 Nxd5 Nxd5 Qxd5 Bd3 Nc6 Bb5 Bb3+ Qd8 Bxc6 Bxc6 O-O B,A04,3.0,English Modern,English Modern,,Knight Variation
4261.0,False,55.0,Resign,Black,10+0,jacob,1771.0,jakob,1839.0,e4 e5 Nf3 Nc6 Bd3 d6 d4 Nc3 Bb4 exd4 dxe4 Nxe4 Qe7 Bg5 Qe,B00,2.0,Philidorossa Opening: Classical Variation,Philidorossa Opening,,Classical Variation
17985.0,True,54.0,Resign,Black,10+0,kokolastr,1833.0,mrtjp,1798.0,e4 d5 d4 Nf6 d3 e5 Nc3 dxc3 bxc3 Bb4 Nf3 O-O Bg5 Bxf3+ Kxf3 h5 N,C57,6.0,Ruy Lopez: Advance Variation,Ruy Lopez,,Advance Variation
15807.0,True,32.0,Resign,White,10+0,ndanielbarrattoo,1603.0,danielbarrattoo,1604.0,d4 d5 e4 c5 dxc5 Qe2 Nf6 dxc5 Nc3 Qxd4 cxd4 Nxd4 Nxd4 Bb4 Qxd4 Bxd4 Rfd8 Bc4 d,B00,2.0,King's Pawn Game,King's Pawn Game,,Bird's Attack
18891.0,True,19.0,Resign,Black,7+2,mstor,1776.0,japen,1376.0,e4 e5 Nf3 Nf6 d4 Bc4 Nbd2 Nc6 Bf4 Qb6 O-O Bd7 Bg5 h,B30,2.0,King's Pawn Game: Knight Variation,King's Pawn Game,,Knight Variation
